Estado,Año,Mes,Tasa de desempleo,Fecha,Clasificacion
Alaska,2010,12,8.0,2010-12,Critico
Alaska,2010,11,8.1,2010-11,Critico
Alaska,2010,10,8.0,2010-10,Critico
Alaska,2010,09,8.0,2010-09,Critico
Alaska,2010,08,7.9,2010-08,Critico
Alaska,2010,07,7.9,2010-07,Critico
Alaska,2010,06,8.0,2010-06,Critico
Alaska,2010,05,8.2,2010-05,Critico
Alaska,2010,04,8.3,2010-04,Critico
Alaska,2010,03,8.4,2010-03,Critico
Alaska,2010,02,8.4,2010-02,Critico
Alaska,2010,01,8.4,2010-01,Critico
Alaska,2011,12,7.5,2011-12,Critico
Alaska,2011,11,7.6,2011-11,Critico
Alaska,2011,10,7.7,2011-10,Critico
Alaska,2011,09,7.7,2011-09,Critico
Alaska,2011,08,7.7,2011-08,Critico
Alaska,2011,07,7.7,2011-07,Critico
Alaska,2011,06,7.7,2011-06,Critico
Alaska,2011,05,7.7,2011-05,Critico
Alaska,2011,04,7.8,2011-04,Critico
Alaska,2011,03,7.8,2011-03,Critico
Alaska,2011,02,7.9,2011-02,Critico
Alaska,2011,01,8.0,2011-01,Critico
Alaska,2012,12,7.1,2012-12,Critico
Alaska,2012,11,7.1,2012-11,Critico
Alaska,2012,10,7.1,2012-10,Critico
Alaska,2012,09,7.1,2012-09,Critico
Alaska,2012,08,7.2,2012-08,Critico
Alaska,2012,07,7.2,2012-07,Critico
Alaska,2012,06,7.3,2012-06,Critico
Alaska,2012,05,7.3,2012-05,Critico
Alaska,2012,04,7.3,2012-04,Critico
Alaska,2012,03,7.4,2012-03,Critico
Alaska,2012,02,7.4,2012-02,Critico
Alaska,2012,01,7.5,2012-01,Critico
Alaska,2013,12,6.9,2013-12,Critico
Alaska,2013,11,6.9,2013-11,Critico
Alaska,2013,10,7.0,2013-10,Critico
Alaska,2013,09,7.0,2013-09,Critico
Alaska,2013,08,7.0,2013-08,Critico
Alaska,2013,07,7.0,2013-07,Critico
Alaska,2013,06,7.0,2013-06,Critico
Alaska,2013,05,7.0,2013-05,Critico
Alaska,2013,04,7.0,2013-04,Critico
Alaska,2013,03,7.0,2013-03,Critico
Alaska,2013,02,7.0,2013-02,Critico
Alaska,2013,01,7.1,2013-01,Critico
Alaska,2014,12,6.3,2014-12,Critico
Alaska,2014,11,6.4,2014-11,Critico
Alaska,2014,10,6.5,2014-10,Critico
Alaska,2014,09,6.7,2014-09,Critico
Alaska,2014,08,6.8,2014-08,Critico
Alaska,2014,07,6.8,2014-07,Critico
Alaska,2014,06,6.9,2014-06,Critico
Alaska,2014,05,6.9,2014-05,Critico
Alaska,2014,04,6.9,2014-04,Critico
Alaska,2014,03,6.9,2014-03,Critico
Alaska,2014,02,6.9,2014-02,Critico
Alaska,2014,01,6.9,2014-01,Critico
Alaska,2015,12,6.4,2015-12,Critico
Alaska,2015,11,6.3,2015-11,Critico
Alaska,2015,10,6.3,2015-10,Critico
Alaska,2015,09,6.2,2015-09,Critico
Alaska,2015,08,6.2,2015-08,Critico
Alaska,2015,07,6.2,2015-07,Critico
Alaska,2015,06,6.3,2015-06,Critico
Alaska,2015,05,6.3,2015-05,Critico
Alaska,2015,04,6.3,2015-04,Critico
Alaska,2015,03,6.3,2015-03,Critico
Alaska,2015,02,6.3,2015-02,Critico
Alaska,2015,01,6.2,2015-01,Critico
Alaska,2016,12,6.7,2016-12,Critico
Alaska,2016,11,6.7,2016-11,Critico
Alaska,2016,10,6.7,2016-10,Critico
Alaska,2016,09,6.7,2016-09,Critico
Alaska,2016,08,6.7,2016-08,Critico
Alaska,2016,07,6.6,2016-07,Critico
Alaska,2016,06,6.6,2016-06,Critico
Alaska,2016,05,6.6,2016-05,Critico
Alaska,2016,04,6.5,2016-04,Critico
Alaska,2016,03,6.5,2016-03,Critico
Alaska,2016,02,6.5,2016-02,Critico
Alaska,2016,01,6.4,2016-01,Critico
Alaska,2017,12,6.4,2017-12,Critico
Alaska,2017,11,6.5,2017-11,Critico
Alaska,2017,10,6.5,2017-10,Critico
Alaska,2017,09,6.5,2017-09,Critico
Alaska,2017,08,6.5,2017-08,Critico
Alaska,2017,07,6.5,2017-07,Critico
Alaska,2017,06,6.5,2017-06,Critico
Alaska,2017,05,6.5,2017-05,Critico
Alaska,2017,04,6.5,2017-04,Critico
Alaska,2017,03,6.5,2017-03,Critico
Alaska,2017,02,6.6,2017-02,Critico
Alaska,2017,01,6.6,2017-01,Critico
Alaska,2018,12,5.9,2018-12,Normal
Alaska,2018,11,5.9,2018-11,Normal
Alaska,2018,10,5.9,2018-10,Normal
Alaska,2018,09,5.8,2018-09,Normal
Alaska,2018,08,5.8,2018-08,Normal
Alaska,2018,07,5.9,2018-07,Normal
Alaska,2018,06,5.9,2018-06,Normal
Alaska,2018,05,5.9,2018-05,Normal
Alaska,2018,04,6.0,2018-04,Critico
Alaska,2018,03,6.1,2018-03,Critico
Alaska,2018,02,6.2,2018-02,Critico
Alaska,2018,01,6.3,2018-01,Critico
Alaska,2019,12,5.2,2019-12,Normal
Alaska,2019,11,5.2,2019-11,Normal
Alaska,2019,10,5.3,2019-10,Normal
Alaska,2019,09,5.4,2019-09,Normal
Alaska,2019,08,5.5,2019-08,Normal
Alaska,2019,07,5.5,2019-07,Normal
Alaska,2019,06,5.5,2019-06,Normal
Alaska,2019,05,5.5,2019-05,Normal
Alaska,2019,04,5.5,2019-04,Normal
Alaska,2019,03,5.6,2019-03,Normal
Alaska,2019,02,5.7,2019-02,Normal
Alaska,2019,01,5.8,2019-01,Normal
Alabama,2010,12,10.1,2010-12,Critico
Alabama,2010,11,10.2,2010-11,Critico
Alabama,2010,10,10.1,2010-10,Critico
Alabama,2010,09,10.1,2010-09,Critico
Alabama,2010,08,10.0,2010-08,Critico
Alabama,2010,07,10.1,2010-07,Critico
Alabama,2010,06,10.1,2010-06,Critico
Alabama,2010,05,10.3,2010-05,Critico
Alabama,2010,04,10.5,2010-04,Critico
Alabama,2010,03,10.9,2010-03,Critico
Alabama,2010,02,11.0,2010-02,Critico
Alabama,2010,01,11.1,2010-01,Critico
Alabama,2011,12,8.7,2011-12,Critico
Alabama,2011,11,8.9,2011-11,Critico
Alabama,2011,10,9.2,2011-10,Critico
Alabama,2011,09,9.4,2011-09,Critico
Alabama,2011,08,9.6,2011-08,Critico
Alabama,2011,07,9.7,2011-07,Critico
Alabama,2011,06,9.8,2011-06,Critico
Alabama,2011,05,9.8,2011-05,Critico
Alabama,2011,04,9.9,2011-04,Critico
Alabama,2011,03,9.9,2011-03,Critico
Alabama,2011,02,10.0,2011-02,Critico
Alabama,2011,01,10.1,2011-01,Critico
Alabama,2012,12,7.7,2012-12,Critico
Alabama,2012,11,7.8,2012-11,Critico
Alabama,2012,10,7.8,2012-10,Critico
Alabama,2012,09,7.9,2012-09,Critico
Alabama,2012,08,8.1,2012-08,Critico
Alabama,2012,07,8.2,2012-07,Critico
Alabama,2012,06,8.3,2012-06,Critico
Alabama,2012,05,8.4,2012-05,Critico
Alabama,2012,04,8.4,2012-04,Critico
Alabama,2012,03,8.4,2012-03,Critico
Alabama,2012,02,8.4,2012-02,Critico
Alabama,2012,01,8.5,2012-01,Critico
Alabama,2013,12,7.2,2013-12,Critico
Alabama,2013,11,7.2,2013-11,Critico
Alabama,2013,10,7.2,2013-10,Critico
Alabama,2013,09,7.2,2013-09,Critico
Alabama,2013,08,7.2,2013-08,Critico
Alabama,2013,07,7.2,2013-07,Critico
Alabama,2013,06,7.3,2013-06,Critico
Alabama,2013,05,7.3,2013-05,Critico
Alabama,2013,04,7.4,2013-04,Critico
Alabama,2013,03,7.5,2013-03,Critico
Alabama,2013,02,7.6,2013-02,Critico
Alabama,2013,01,7.6,2013-01,Critico
Alabama,2014,12,6.2,2014-12,Critico
Alabama,2014,11,6.3,2014-11,Critico
Alabama,2014,10,6.4,2014-10,Critico
Alabama,2014,09,6.5,2014-09,Critico
Alabama,2014,08,6.6,2014-08,Critico
Alabama,2014,07,6.7,2014-07,Critico
Alabama,2014,06,6.8,2014-06,Critico
Alabama,2014,05,6.9,2014-05,Critico
Alabama,2014,04,7.0,2014-04,Critico
Alabama,2014,03,7.1,2014-03,Critico
Alabama,2014,02,7.1,2014-02,Critico
Alabama,2014,01,7.2,2014-01,Critico
Alabama,2015,12,6.1,2015-12,Critico
Alabama,2015,11,6.1,2015-11,Critico
Alabama,2015,10,6.1,2015-10,Critico
Alabama,2015,09,6.1,2015-09,Critico
Alabama,2015,08,6.2,2015-08,Critico
Alabama,2015,07,6.2,2015-07,Critico
Alabama,2015,06,6.2,2015-06,Critico
Alabama,2015,05,6.1,2015-05,Critico
Alabama,2015,04,6.1,2015-04,Critico
Alabama,2015,03,6.1,2015-03,Critico
Alabama,2015,02,6.1,2015-02,Critico
Alabama,2015,01,6.1,2015-01,Critico
Alabama,2016,12,5.7,2016-12,Normal
Alabama,2016,11,5.8,2016-11,Normal
Alabama,2016,10,5.9,2016-10,Normal
Alabama,2016,09,5.9,2016-09,Normal
Alabama,2016,08,5.9,2016-08,Normal
Alabama,2016,07,5.9,2016-07,Normal
Alabama,2016,06,5.9,2016-06,Normal
Alabama,2016,05,5.9,2016-05,Normal
Alabama,2016,04,5.9,2016-04,Normal
Alabama,2016,03,6.0,2016-03,Critico
Alabama,2016,02,6.0,2016-02,Critico
Alabama,2016,01,6.1,2016-01,Critico
Alabama,2017,12,4.0,2017-12,Bueno
Alabama,2017,11,4.0,2017-11,Bueno
Alabama,2017,10,4.0,2017-10,Bueno
Alabama,2017,09,4.1,2017-09,Normal
Alabama,2017,08,4.2,2017-08,Normal
Alabama,2017,07,4.3,2017-07,Normal
Alabama,2017,06,4.4,2017-06,Normal
Alabama,2017,05,4.6,2017-05,Normal
Alabama,2017,04,4.8,2017-04,Normal
Alabama,2017,03,5.0,2017-03,Normal
Alabama,2017,02,5.2,2017-02,Normal
Alabama,2017,01,5.5,2017-01,Normal
Alabama,2018,12,3.8,2018-12,Bueno
Alabama,2018,11,3.8,2018-11,Bueno
Alabama,2018,10,3.9,2018-10,Bueno
Alabama,2018,09,3.9,2018-09,Bueno
Alabama,2018,08,3.9,2018-08,Bueno
Alabama,2018,07,3.9,2018-07,Bueno
Alabama,2018,06,3.9,2018-06,Bueno
Alabama,2018,05,3.9,2018-05,Bueno
Alabama,2018,04,4.0,2018-04,Bueno
Alabama,2018,03,4.0,2018-03,Bueno
Alabama,2018,02,4.0,2018-02,Bueno
Alabama,2018,01,4.0,2018-01,Bueno
Alabama,2019,12,3.2,2019-12,Bueno
Alabama,2019,11,3.1,2019-11,Bueno
Alabama,2019,10,3.0,2019-10,Bueno
Alabama,2019,09,2.9,2019-09,Bueno
Alabama,2019,08,2.9,2019-08,Bueno
Alabama,2019,07,2.9,2019-07,Bueno
Alabama,2019,06,2.9,2019-06,Bueno
Alabama,2019,05,3.1,2019-05,Bueno
Alabama,2019,04,3.2,2019-04,Bueno
Alabama,2019,03,3.4,2019-03,Bueno
Alabama,2019,02,3.6,2019-02,Bueno
Alabama,2019,01,3.7,2019-01,Bueno
Arkansas,2010,12,8.0,2010-12,Critico
Arkansas,2010,11,8.0,2010-11,Critico
Arkansas,2010,10,7.9,2010-10,Critico
Arkansas,2010,09,7.9,2010-09,Critico
Arkansas,2010,08,7.8,2010-08,Critico
Arkansas,2010,07,7.7,2010-07,Critico
Arkansas,2010,06,7.7,2010-06,Critico
Arkansas,2010,05,7.8,2010-05,Critico
Arkansas,2010,04,7.8,2010-04,Critico
Arkansas,2010,03,7.9,2010-03,Critico
Arkansas,2010,02,7.9,2010-02,Critico
Arkansas,2010,01,7.9,2010-01,Critico
Arkansas,2011,12,7.5,2011-12,Critico
Arkansas,2011,11,7.7,2011-11,Critico
Arkansas,2011,10,7.8,2011-10,Critico
Arkansas,2011,09,7.9,2011-09,Critico
Arkansas,2011,08,8.0,2011-08,Critico
Arkansas,2011,07,8.0,2011-07,Critico
Arkansas,2011,06,8.0,2011-06,Critico
Arkansas,2011,05,8.0,2011-05,Critico
Arkansas,2011,04,8.0,2011-04,Critico
Arkansas,2011,03,8.0,2011-03,Critico
Arkansas,2011,02,8.0,2011-02,Critico
Arkansas,2011,01,8.0,2011-01,Critico
Arkansas,2012,12,7.2,2012-12,Critico
Arkansas,2012,11,7.2,2012-11,Critico
Arkansas,2012,10,7.2,2012-10,Critico
Arkansas,2012,09,7.2,2012-09,Critico
Arkansas,2012,08,7.2,2012-08,Critico
Arkansas,2012,07,7.3,2012-07,Critico
Arkansas,2012,06,7.3,2012-06,Critico
Arkansas,2012,05,7.3,2012-05,Critico
Arkansas,2012,04,7.3,2012-04,Critico
Arkansas,2012,03,7.3,2012-03,Critico
Arkansas,2012,02,7.3,2012-02,Critico
Arkansas,2012,01,7.4,2012-01,Critico
Arkansas,2013,12,6.6,2013-12,Critico
Arkansas,2013,11,6.7,2013-11,Critico
Arkansas,2013,10,6.9,2013-10,Critico
Arkansas,2013,09,7.0,2013-09,Critico
Arkansas,2013,08,7.1,2013-08,Critico
Arkansas,2013,07,7.1,2013-07,Critico
Arkansas,2013,06,7.1,2013-06,Critico
Arkansas,2013,05,7.2,2013-05,Critico
Arkansas,2013,04,7.2,2013-04,Critico
Arkansas,2013,03,7.2,2013-03,Critico
Arkansas,2013,02,7.2,2013-02,Critico
Arkansas,2013,01,7.2,2013-01,Critico
Arkansas,2014,12,5.5,2014-12,Normal
Arkansas,2014,11,5.6,2014-11,Normal
Arkansas,2014,10,5.6,2014-10,Normal
Arkansas,2014,09,5.7,2014-09,Normal
Arkansas,2014,08,5.7,2014-08,Normal
Arkansas,2014,07,5.8,2014-07,Normal
Arkansas,2014,06,5.9,2014-06,Normal
Arkansas,2014,05,6.0,2014-05,Critico
Arkansas,2014,04,6.0,2014-04,Critico
Arkansas,2014,03,6.2,2014-03,Critico
Arkansas,2014,02,6.3,2014-02,Critico
Arkansas,2014,01,6.5,2014-01,Critico
Arkansas,2015,12,4.3,2015-12,Normal
Arkansas,2015,11,4.4,2015-11,Normal
Arkansas,2015,10,4.5,2015-10,Normal
Arkansas,2015,09,4.6,2015-09,Normal
Arkansas,2015,08,4.8,2015-08,Normal
Arkansas,2015,07,4.9,2015-07,Normal
Arkansas,2015,06,5.1,2015-06,Normal
Arkansas,2015,05,5.2,2015-05,Normal
Arkansas,2015,04,5.3,2015-04,Normal
Arkansas,2015,03,5.4,2015-03,Normal
Arkansas,2015,02,5.4,2015-02,Normal
Arkansas,2015,01,5.5,2015-01,Normal
Arkansas,2016,12,3.8,2016-12,Bueno
Arkansas,2016,11,3.9,2016-11,Bueno
Arkansas,2016,10,3.9,2016-10,Bueno
Arkansas,2016,09,3.9,2016-09,Bueno
Arkansas,2016,08,4.0,2016-08,Bueno
Arkansas,2016,07,4.0,2016-07,Bueno
Arkansas,2016,06,4.0,2016-06,Bueno
Arkansas,2016,05,4.0,2016-05,Bueno
Arkansas,2016,04,4.0,2016-04,Bueno
Arkansas,2016,03,4.0,2016-03,Bueno
Arkansas,2016,02,4.1,2016-02,Normal
Arkansas,2016,01,4.2,2016-01,Normal
Arkansas,2017,12,3.8,2017-12,Bueno
Arkansas,2017,11,3.8,2017-11,Bueno
Arkansas,2017,10,3.8,2017-10,Bueno
Arkansas,2017,09,3.8,2017-09,Bueno
Arkansas,2017,08,3.7,2017-08,Bueno
Arkansas,2017,07,3.7,2017-07,Bueno
Arkansas,2017,06,3.7,2017-06,Bueno
Arkansas,2017,05,3.7,2017-05,Bueno
Arkansas,2017,04,3.7,2017-04,Bueno
Arkansas,2017,03,3.7,2017-03,Bueno
Arkansas,2017,02,3.7,2017-02,Bueno
Arkansas,2017,01,3.8,2017-01,Bueno
Arkansas,2018,12,3.7,2018-12,Bueno
Arkansas,2018,11,3.7,2018-11,Bueno
Arkansas,2018,10,3.6,2018-10,Bueno
Arkansas,2018,09,3.6,2018-09,Bueno
Arkansas,2018,08,3.5,2018-08,Bueno
Arkansas,2018,07,3.5,2018-07,Bueno
Arkansas,2018,06,3.6,2018-06,Bueno
Arkansas,2018,05,3.6,2018-05,Bueno
Arkansas,2018,04,3.6,2018-04,Bueno
Arkansas,2018,03,3.7,2018-03,Bueno
Arkansas,2018,02,3.7,2018-02,Bueno
Arkansas,2018,01,3.8,2018-01,Bueno
Arkansas,2019,12,3.5,2019-12,Bueno
Arkansas,2019,11,3.5,2019-11,Bueno
Arkansas,2019,10,3.5,2019-10,Bueno
Arkansas,2019,09,3.5,2019-09,Bueno
Arkansas,2019,08,3.5,2019-08,Bueno
Arkansas,2019,07,3.4,2019-07,Bueno
Arkansas,2019,06,3.4,2019-06,Bueno
Arkansas,2019,05,3.4,2019-05,Bueno
Arkansas,2019,04,3.4,2019-04,Bueno
Arkansas,2019,03,3.4,2019-03,Bueno
Arkansas,2019,02,3.5,2019-02,Bueno
Arkansas,2019,01,3.6,2019-01,Bueno
Arizona,2010,12,10.0,2010-12,Critico
Arizona,2010,11,10.0,2010-11,Critico
Arizona,2010,10,10.1,2010-10,Critico
Arizona,2010,09,10.1,2010-09,Critico
Arizona,2010,08,10.2,2010-08,Critico
Arizona,2010,07,10.2,2010-07,Critico
Arizona,2010,06,10.3,2010-06,Critico
Arizona,2010,05,10.4,2010-05,Critico
Arizona,2010,04,10.5,2010-04,Critico
Arizona,2010,03,10.6,2010-03,Critico
Arizona,2010,02,10.6,2010-02,Critico
Arizona,2010,01,10.6,2010-01,Critico
Arizona,2011,12,8.8,2011-12,Critico
Arizona,2011,11,9.0,2011-11,Critico
Arizona,2011,10,9.1,2011-10,Critico
Arizona,2011,09,9.3,2011-09,Critico
Arizona,2011,08,9.4,2011-08,Critico
Arizona,2011,07,9.5,2011-07,Critico
Arizona,2011,06,9.6,2011-06,Critico
Arizona,2011,05,9.6,2011-05,Critico
Arizona,2011,04,9.6,2011-04,Critico
Arizona,2011,03,9.7,2011-03,Critico
Arizona,2011,02,9.8,2011-02,Critico
Arizona,2011,01,9.8,2011-01,Critico
Arizona,2012,12,8.1,2012-12,Critico
Arizona,2012,11,8.1,2012-11,Critico
Arizona,2012,10,8.1,2012-10,Critico
Arizona,2012,09,8.1,2012-09,Critico
Arizona,2012,08,8.2,2012-08,Critico
Arizona,2012,07,8.3,2012-07,Critico
Arizona,2012,06,8.4,2012-06,Critico
Arizona,2012,05,8.5,2012-05,Critico
Arizona,2012,04,8.5,2012-04,Critico
Arizona,2012,03,8.6,2012-03,Critico
Arizona,2012,02,8.6,2012-02,Critico
Arizona,2012,01,8.7,2012-01,Critico
Arizona,2013,12,7.4,2013-12,Critico
Arizona,2013,11,7.5,2013-11,Critico
Arizona,2013,10,7.6,2013-10,Critico
Arizona,2013,09,7.7,2013-09,Critico
Arizona,2013,08,7.8,2013-08,Critico
Arizona,2013,07,7.8,2013-07,Critico
Arizona,2013,06,7.9,2013-06,Critico
Arizona,2013,05,7.9,2013-05,Critico
Arizona,2013,04,8.0,2013-04,Critico
Arizona,2013,03,8.0,2013-03,Critico
Arizona,2013,02,8.1,2013-02,Critico
Arizona,2013,01,8.1,2013-01,Critico
Arizona,2014,12,6.4,2014-12,Critico
Arizona,2014,11,6.5,2014-11,Critico
Arizona,2014,10,6.6,2014-10,Critico
Arizona,2014,09,6.7,2014-09,Critico
Arizona,2014,08,6.7,2014-08,Critico
Arizona,2014,07,6.7,2014-07,Critico
Arizona,2014,06,6.8,2014-06,Critico
Arizona,2014,05,6.9,2014-05,Critico
Arizona,2014,04,6.9,2014-04,Critico
Arizona,2014,03,7.0,2014-03,Critico
Arizona,2014,02,7.1,2014-02,Critico
Arizona,2014,01,7.2,2014-01,Critico
Arizona,2015,12,5.8,2015-12,Normal
Arizona,2015,11,5.8,2015-11,Normal
Arizona,2015,10,5.9,2015-10,Normal
Arizona,2015,09,6.0,2015-09,Critico
Arizona,2015,08,6.0,2015-08,Critico
Arizona,2015,07,6.1,2015-07,Critico
Arizona,2015,06,6.1,2015-06,Critico
Arizona,2015,05,6.1,2015-05,Critico
Arizona,2015,04,6.2,2015-04,Critico
Arizona,2015,03,6.2,2015-03,Critico
Arizona,2015,02,6.3,2015-02,Critico
Arizona,2015,01,6.4,2015-01,Critico
Arizona,2016,12,5.3,2016-12,Normal
Arizona,2016,11,5.3,2016-11,Normal
Arizona,2016,10,5.4,2016-10,Normal
Arizona,2016,09,5.4,2016-09,Normal
Arizona,2016,08,5.4,2016-08,Normal
Arizona,2016,07,5.5,2016-07,Normal
Arizona,2016,06,5.5,2016-06,Normal
Arizona,2016,05,5.5,2016-05,Normal
Arizona,2016,04,5.6,2016-04,Normal
Arizona,2016,03,5.6,2016-03,Normal
Arizona,2016,02,5.6,2016-02,Normal
Arizona,2016,01,5.7,2016-01,Normal
Arizona,2017,12,4.9,2017-12,Normal
Arizona,2017,11,4.9,2017-11,Normal
Arizona,2017,10,4.9,2017-10,Normal
Arizona,2017,09,4.9,2017-09,Normal
Arizona,2017,08,4.8,2017-08,Normal
Arizona,2017,07,4.9,2017-07,Normal
Arizona,2017,06,4.9,2017-06,Normal
Arizona,2017,05,5.0,2017-05,Normal
Arizona,2017,04,5.0,2017-04,Normal
Arizona,2017,03,5.1,2017-03,Normal
Arizona,2017,02,5.2,2017-02,Normal
Arizona,2017,01,5.2,2017-01,Normal
Arizona,2018,12,5.0,2018-12,Normal
Arizona,2018,11,5.0,2018-11,Normal
Arizona,2018,10,4.9,2018-10,Normal
Arizona,2018,09,4.9,2018-09,Normal
Arizona,2018,08,4.8,2018-08,Normal
Arizona,2018,07,4.7,2018-07,Normal
Arizona,2018,06,4.7,2018-06,Normal
Arizona,2018,05,4.7,2018-05,Normal
Arizona,2018,04,4.7,2018-04,Normal
Arizona,2018,03,4.7,2018-03,Normal
Arizona,2018,02,4.8,2018-02,Normal
Arizona,2018,01,4.8,2018-01,Normal
Arizona,2019,12,4.9,2019-12,Normal
Arizona,2019,11,4.9,2019-11,Normal
Arizona,2019,10,4.8,2019-10,Normal
Arizona,2019,09,4.8,2019-09,Normal
Arizona,2019,08,4.9,2019-08,Normal
Arizona,2019,07,4.8,2019-07,Normal
Arizona,2019,06,4.8,2019-06,Normal
Arizona,2019,05,4.8,2019-05,Normal
Arizona,2019,04,4.8,2019-04,Normal
Arizona,2019,03,4.9,2019-03,Normal
Arizona,2019,02,4.9,2019-02,Normal
Arizona,2019,01,5.0,2019-01,Normal
California,2010,12,12.4,2010-12,Critico
California,2010,11,12.4,2010-11,Critico
California,2010,10,12.4,2010-10,Critico
California,2010,09,12.4,2010-09,Critico
California,2010,08,12.4,2010-08,Critico
California,2010,07,12.3,2010-07,Critico
California,2010,06,12.4,2010-06,Critico
California,2010,05,12.5,2010-05,Critico
California,2010,04,12.5,2010-04,Critico
California,2010,03,12.6,2010-03,Critico
California,2010,02,12.6,2010-02,Critico
California,2010,01,12.6,2010-01,Critico
California,2011,12,11.3,2011-12,Critico
California,2011,11,11.5,2011-11,Critico
California,2011,10,11.6,2011-10,Critico
California,2011,09,11.8,2011-09,Critico
California,2011,08,11.9,2011-08,Critico
California,2011,07,12.0,2011-07,Critico
California,2011,06,12.0,2011-06,Critico
California,2011,05,12.0,2011-05,Critico
California,2011,04,12.0,2011-04,Critico
California,2011,03,12.1,2011-03,Critico
California,2011,02,12.2,2011-02,Critico
California,2011,01,12.3,2011-01,Critico
California,2012,12,9.8,2012-12,Critico
California,2012,11,9.9,2012-11,Critico
California,2012,10,10.0,2012-10,Critico
California,2012,09,10.2,2012-09,Critico
California,2012,08,10.3,2012-08,Critico
California,2012,07,10.5,2012-07,Critico
California,2012,06,10.7,2012-06,Critico
California,2012,05,10.8,2012-05,Critico
California,2012,04,10.9,2012-04,Critico
California,2012,03,11.0,2012-03,Critico
California,2012,02,11.0,2012-02,Critico
California,2012,01,11.2,2012-01,Critico
California,2013,12,8.4,2013-12,Critico
California,2013,11,8.5,2013-11,Critico
California,2013,10,8.6,2013-10,Critico
California,2013,09,8.8,2013-09,Critico
California,2013,08,8.9,2013-08,Critico
California,2013,07,9.0,2013-07,Critico
California,2013,06,9.1,2013-06,Critico
California,2013,05,9.2,2013-05,Critico
California,2013,04,9.3,2013-04,Critico
California,2013,03,9.4,2013-03,Critico
California,2013,02,9.5,2013-02,Critico
California,2013,01,9.7,2013-01,Critico
California,2014,12,6.9,2014-12,Critico
California,2014,11,7.1,2014-11,Critico
California,2014,10,7.2,2014-10,Critico
California,2014,09,7.3,2014-09,Critico
California,2014,08,7.4,2014-08,Critico
California,2014,07,7.5,2014-07,Critico
California,2014,06,7.6,2014-06,Critico
California,2014,05,7.7,2014-05,Critico
California,2014,04,7.8,2014-04,Critico
California,2014,03,8.0,2014-03,Critico
California,2014,02,8.1,2014-02,Critico
California,2014,01,8.2,2014-01,Critico
California,2015,12,5.7,2015-12,Normal
California,2015,11,5.8,2015-11,Normal
California,2015,10,5.8,2015-10,Normal
California,2015,09,5.9,2015-09,Normal
California,2015,08,6.0,2015-08,Critico
California,2015,07,6.2,2015-07,Critico
California,2015,06,6.3,2015-06,Critico
California,2015,05,6.4,2015-05,Critico
California,2015,04,6.5,2015-04,Critico
California,2015,03,6.6,2015-03,Critico
California,2015,02,6.7,2015-02,Critico
California,2015,01,6.8,2015-01,Critico
California,2016,12,5.4,2016-12,Normal
California,2016,11,5.4,2016-11,Normal
California,2016,10,5.5,2016-10,Normal
California,2016,09,5.5,2016-09,Normal
California,2016,08,5.5,2016-08,Normal
California,2016,07,5.5,2016-07,Normal
California,2016,06,5.5,2016-06,Normal
California,2016,05,5.5,2016-05,Normal
California,2016,04,5.5,2016-04,Normal
California,2016,03,5.6,2016-03,Normal
California,2016,02,5.6,2016-02,Normal
California,2016,01,5.7,2016-01,Normal
California,2017,12,4.5,2017-12,Normal
California,2017,11,4.5,2017-11,Normal
California,2017,10,4.6,2017-10,Normal
California,2017,09,4.7,2017-09,Normal
California,2017,08,4.8,2017-08,Normal
California,2017,07,4.8,2017-07,Normal
California,2017,06,4.9,2017-06,Normal
California,2017,05,4.9,2017-05,Normal
California,2017,04,5.0,2017-04,Normal
California,2017,03,5.0,2017-03,Normal
California,2017,02,5.1,2017-02,Normal
California,2017,01,5.2,2017-01,Normal
California,2018,12,4.3,2018-12,Normal
California,2018,11,4.3,2018-11,Normal
California,2018,10,4.3,2018-10,Normal
California,2018,09,4.2,2018-09,Normal
California,2018,08,4.2,2018-08,Normal
California,2018,07,4.2,2018-07,Normal
California,2018,06,4.2,2018-06,Normal
California,2018,05,4.2,2018-05,Normal
California,2018,04,4.2,2018-04,Normal
California,2018,03,4.3,2018-03,Normal
California,2018,02,4.3,2018-02,Normal
California,2018,01,4.4,2018-01,Normal
California,2019,12,4.1,2019-12,Normal
California,2019,11,4.1,2019-11,Normal
California,2019,10,4.1,2019-10,Normal
California,2019,09,4.1,2019-09,Normal
California,2019,08,4.1,2019-08,Normal
California,2019,07,4.0,2019-07,Bueno
California,2019,06,4.0,2019-06,Bueno
California,2019,05,4.1,2019-05,Normal
California,2019,04,4.1,2019-04,Normal
California,2019,03,4.2,2019-03,Normal
California,2019,02,4.2,2019-02,Normal
California,2019,01,4.3,2019-01,Normal
Colorado,2010,12,9.3,2010-12,Critico
Colorado,2010,11,9.4,2010-11,Critico
Colorado,2010,10,9.4,2010-10,Critico
Colorado,2010,09,9.3,2010-09,Critico
Colorado,2010,08,9.2,2010-08,Critico
Colorado,2010,07,9.1,2010-07,Critico
Colorado,2010,06,9.0,2010-06,Critico
Colorado,2010,05,9.0,2010-05,Critico
Colorado,2010,04,9.1,2010-04,Critico
Colorado,2010,03,9.1,2010-03,Critico
Colorado,2010,02,9.0,2010-02,Critico
Colorado,2010,01,8.8,2010-01,Critico
Colorado,2011,12,8.4,2011-12,Critico
Colorado,2011,11,8.5,2011-11,Critico
