Estado,Año,Mes,Tasa de desempleo,Fecha,Clasificacion
Idaho,2011,04,8.4,2011-04,Critico
Idaho,2011,03,8.4,2011-03,Critico
Idaho,2011,02,8.4,2011-02,Critico
Idaho,2011,01,8.5,2011-01,Critico
Idaho,2012,12,7.1,2012-12,Critico
Idaho,2012,11,7.1,2012-11,Critico
Idaho,2012,10,7.2,2012-10,Critico
Idaho,2012,09,7.2,2012-09,Critico
Idaho,2012,08,7.3,2012-08,Critico
Idaho,2012,07,7.4,2012-07,Critico
Idaho,2012,06,7.5,2012-06,Critico
Idaho,2012,05,7.5,2012-05,Critico
Idaho,2012,04,7.6,2012-04,Critico
Idaho,2012,03,7.6,2012-03,Critico
Idaho,2012,02,7.6,2012-02,Critico
Idaho,2012,01,7.7,2012-01,Critico
Idaho,2013,12,6.0,2013-12,Critico
Idaho,2013,11,6.4,2013-11,Critico
Idaho,2013,10,6.8,2013-10,Critico
Idaho,2013,09,6.9,2013-09,Critico
Idaho,2013,08,6.9,2013-08,Critico
Idaho,2013,07,6.9,2013-07,Critico
Idaho,2013,06,6.9,2013-06,Critico
Idaho,2013,05,7.0,2013-05,Critico
Idaho,2013,04,7.0,2013-04,Critico
Idaho,2013,03,7.0,2013-03,Critico
Idaho,2013,02,7.0,2013-02,Critico
Idaho,2013,01,7.0,2013-01,Critico
Idaho,2014,12,3.9,2014-12,Bueno
Idaho,2014,11,3.9,2014-11,Bueno
Idaho,2014,10,4.0,2014-10,Bueno
Idaho,2014,09,4.0,2014-09,Bueno
Idaho,2014,08,4.0,2014-08,Bueno
Idaho,2014,07,4.0,2014-07,Bueno
Idaho,2014,06,4.0,2014-06,Bueno
Idaho,2014,05,4.5,2014-05,Normal
Idaho,2014,04,4.6,2014-04,Normal
Idaho,2014,03,4.9,2014-03,Normal
Idaho,2014,02,5.2,2014-02,Normal
Idaho,2014,01,5.6,2014-01,Normal
Idaho,2015,12,3.8,2015-12,Bueno
Idaho,2015,11,3.8,2015-11,Bueno
Idaho,2015,10,3.8,2015-10,Bueno
Idaho,2015,09,3.9,2015-09,Bueno
Idaho,2015,08,3.9,2015-08,Bueno
Idaho,2015,07,3.9,2015-07,Bueno
Idaho,2015,06,3.9,2015-06,Bueno
Idaho,2015,05,3.9,2015-05,Bueno
Idaho,2015,04,3.9,2015-04,Bueno
Idaho,2015,03,3.9,2015-03,Bueno
Idaho,2015,02,3.9,2015-02,Bueno
Idaho,2015,01,3.8,2015-01,Bueno
Idaho,2016,12,3.5,2016-12,Bueno
Idaho,2016,11,3.6,2016-11,Bueno
Idaho,2016,10,3.6,2016-10,Bueno
Idaho,2016,09,3.6,2016-09,Bueno
Idaho,2016,08,3.7,2016-08,Bueno
Idaho,2016,07,3.7,2016-07,Bueno
Idaho,2016,06,3.7,2016-06,Bueno
Idaho,2016,05,3.7,2016-05,Bueno
Idaho,2016,04,3.7,2016-04,Bueno
Idaho,2016,03,3.7,2016-03,Bueno
Idaho,2016,02,3.8,2016-02,Bueno
Idaho,2016,01,3.8,2016-01,Bueno
Idaho,2017,12,3.1,2017-12,Bueno
Idaho,2017,11,3.1,2017-11,Bueno
Idaho,2017,10,3.2,2017-10,Bueno
Idaho,2017,09,3.2,2017-09,Bueno
Idaho,2017,08,3.2,2017-08,Bueno
Idaho,2017,07,3.1,2017-07,Bueno
Idaho,2017,06,3.1,2017-06,Bueno
Idaho,2017,05,3.2,2017-05,Bueno
Idaho,2017,04,3.2,2017-04,Bueno
Idaho,2017,03,3.3,2017-03,Bueno
Idaho,2017,02,3.4,2017-02,Bueno
Idaho,2017,01,3.5,2017-01,Bueno
Idaho,2018,12,3.0,2018-12,Bueno
Idaho,2018,11,3.0,2018-11,Bueno
Idaho,2018,10,3.0,2018-10,Bueno
Idaho,2018,09,2.9,2018-09,Bueno
Idaho,2018,08,2.9,2018-08,Bueno
Idaho,2018,07,2.8,2018-07,Bueno
Idaho,2018,06,2.8,2018-06,Bueno
Idaho,2018,05,2.8,2018-05,Bueno
Idaho,2018,04,2.8,2018-04,Bueno
Idaho,2018,03,2.9,2018-03,Bueno
Idaho,2018,02,2.9,2018-02,Bueno
Idaho,2018,01,3.0,2018-01,Bueno
Idaho,2019,12,3.0,2019-12,Bueno
Idaho,2019,11,3.0,2019-11,Bueno
Idaho,2019,10,3.0,2019-10,Bueno
Idaho,2019,09,3.0,2019-09,Bueno
Idaho,2019,08,3.0,2019-08,Bueno
Idaho,2019,07,3.0,2019-07,Bueno
Idaho,2019,06,2.9,2019-06,Bueno
Idaho,2019,05,2.9,2019-05,Bueno
Idaho,2019,04,2.9,2019-04,Bueno
Idaho,2019,03,2.9,2019-03,Bueno
Idaho,2019,02,3.0,2019-02,Bueno
Idaho,2019,01,3.0,2019-01,Bueno
Illinois,2010,12,9.7,2010-12,Critico
Illinois,2010,11,9.8,2010-11,Critico
Illinois,2010,10,9.9,2010-10,Critico
Illinois,2010,09,10.0,2010-09,Critico
Illinois,2010,08,10.1,2010-08,Critico
Illinois,2010,07,10.2,2010-07,Critico
Illinois,2010,06,10.4,2010-06,Critico
Illinois,2010,05,10.7,2010-05,Critico
Illinois,2010,04,10.9,2010-04,Critico
Illinois,2010,03,11.2,2010-03,Critico
Illinois,2010,02,11.3,2010-02,Critico
Illinois,2010,01,11.4,2010-01,Critico
Illinois,2011,12,9.5,2011-12,Critico
Illinois,2011,11,9.7,2011-11,Critico
Illinois,2011,10,9.9,2011-10,Critico
Illinois,2011,09,10.0,2011-09,Critico
Illinois,2011,08,10.1,2011-08,Critico
Illinois,2011,07,10.0,2011-07,Critico
Illinois,2011,06,9.9,2011-06,Critico
Illinois,2011,05,9.8,2011-05,Critico
Illinois,2011,04,9.6,2011-04,Critico
Illinois,2011,03,9.5,2011-03,Critico
Illinois,2011,02,9.5,2011-02,Critico
Illinois,2011,01,9.6,2011-01,Critico
Illinois,2012,12,9.1,2012-12,Critico
Illinois,2012,11,9.0,2012-11,Critico
Illinois,2012,10,9.0,2012-10,Critico
Illinois,2012,09,9.0,2012-09,Critico
Illinois,2012,08,9.0,2012-08,Critico
Illinois,2012,07,9.0,2012-07,Critico
Illinois,2012,06,9.1,2012-06,Critico
Illinois,2012,05,9.0,2012-05,Critico
Illinois,2012,04,9.0,2012-04,Critico
Illinois,2012,03,9.0,2012-03,Critico
Illinois,2012,02,9.1,2012-02,Critico
Illinois,2012,01,9.3,2012-01,Critico
Illinois,2013,12,8.6,2013-12,Critico
Illinois,2013,11,8.7,2013-11,Critico
Illinois,2013,10,8.8,2013-10,Critico
Illinois,2013,09,9.0,2013-09,Critico
Illinois,2013,08,9.1,2013-08,Critico
Illinois,2013,07,9.2,2013-07,Critico
Illinois,2013,06,9.2,2013-06,Critico
Illinois,2013,05,9.2,2013-05,Critico
Illinois,2013,04,9.3,2013-04,Critico
Illinois,2013,03,9.3,2013-03,Critico
Illinois,2013,02,9.3,2013-02,Critico
Illinois,2013,01,9.2,2013-01,Critico
Illinois,2014,12,6.2,2014-12,Critico
Illinois,2014,11,6.3,2014-11,Critico
Illinois,2014,10,6.5,2014-10,Critico
Illinois,2014,09,6.6,2014-09,Critico
Illinois,2014,08,6.8,2014-08,Critico
Illinois,2014,07,7.0,2014-07,Critico
Illinois,2014,06,7.2,2014-06,Critico
Illinois,2014,05,7.4,2014-05,Critico
Illinois,2014,04,7.6,2014-04,Critico
Illinois,2014,03,7.9,2014-03,Critico
Illinois,2014,02,8.1,2014-02,Critico
Illinois,2014,01,8.4,2014-01,Critico
Illinois,2015,12,6.1,2015-12,Critico
Illinois,2015,11,6.0,2015-11,Critico
Illinois,2015,10,5.9,2015-10,Normal
Illinois,2015,09,5.9,2015-09,Normal
Illinois,2015,08,5.9,2015-08,Normal
Illinois,2015,07,5.9,2015-07,Normal
Illinois,2015,06,6.0,2015-06,Critico
Illinois,2015,05,6.0,2015-05,Critico
Illinois,2015,04,6.0,2015-04,Critico
Illinois,2015,03,6.0,2015-03,Critico
Illinois,2015,02,6.1,2015-02,Critico
Illinois,2015,01,6.1,2015-01,Critico
Illinois,2016,12,5.4,2016-12,Normal
Illinois,2016,11,5.6,2016-11,Normal
Illinois,2016,10,5.7,2016-10,Normal
Illinois,2016,09,5.7,2016-09,Normal
Illinois,2016,08,5.8,2016-08,Normal
Illinois,2016,07,5.8,2016-07,Normal
Illinois,2016,06,5.9,2016-06,Normal
Illinois,2016,05,6.0,2016-05,Critico
Illinois,2016,04,6.1,2016-04,Critico
Illinois,2016,03,6.2,2016-03,Critico
Illinois,2016,02,6.2,2016-02,Critico
Illinois,2016,01,6.2,2016-01,Critico
Illinois,2017,12,4.7,2017-12,Normal
Illinois,2017,11,4.8,2017-11,Normal
Illinois,2017,10,4.9,2017-10,Normal
Illinois,2017,09,4.9,2017-09,Normal
Illinois,2017,08,5.0,2017-08,Normal
Illinois,2017,07,5.0,2017-07,Normal
Illinois,2017,06,4.9,2017-06,Normal
Illinois,2017,05,4.9,2017-05,Normal
Illinois,2017,04,4.9,2017-04,Normal
Illinois,2017,03,5.0,2017-03,Normal
Illinois,2017,02,5.1,2017-02,Normal
Illinois,2017,01,5.3,2017-01,Normal
Illinois,2018,12,4.5,2018-12,Normal
Illinois,2018,11,4.5,2018-11,Normal
Illinois,2018,10,4.4,2018-10,Normal
Illinois,2018,09,4.4,2018-09,Normal
Illinois,2018,08,4.3,2018-08,Normal
Illinois,2018,07,4.3,2018-07,Normal
Illinois,2018,06,4.2,2018-06,Normal
Illinois,2018,05,4.3,2018-05,Normal
Illinois,2018,04,4.3,2018-04,Normal
Illinois,2018,03,4.4,2018-03,Normal
Illinois,2018,02,4.4,2018-02,Normal
Illinois,2018,01,4.5,2018-01,Normal
Illinois,2019,12,3.6,2019-12,Bueno
Illinois,2019,11,3.6,2019-11,Bueno
Illinois,2019,10,3.7,2019-10,Bueno
Illinois,2019,09,3.7,2019-09,Bueno
Illinois,2019,08,3.7,2019-08,Bueno
Illinois,2019,07,3.8,2019-07,Bueno
Illinois,2019,06,3.8,2019-06,Bueno
Illinois,2019,05,4.0,2019-05,Bueno
Illinois,2019,04,4.1,2019-04,Normal
Illinois,2019,03,4.3,2019-03,Normal
Illinois,2019,02,4.5,2019-02,Normal
Illinois,2019,01,4.5,2019-01,Normal
Indiana,2010,12,9.3,2010-12,Critico
Indiana,2010,11,9.5,2010-11,Critico
Indiana,2010,10,9.7,2010-10,Critico
Indiana,2010,09,9.8,2010-09,Critico
Indiana,2010,08,9.9,2010-08,Critico
Indiana,2010,07,10.0,2010-07,Critico
Indiana,2010,06,10.1,2010-06,Critico
Indiana,2010,05,10.3,2010-05,Critico
Indiana,2010,04,10.4,2010-04,Critico
Indiana,2010,03,10.6,2010-03,Critico
Indiana,2010,02,10.7,2010-02,Critico
Indiana,2010,01,10.7,2010-01,Critico
Indiana,2011,12,8.6,2011-12,Critico
Indiana,2011,11,8.8,2011-11,Critico
Indiana,2011,10,9.0,2011-10,Critico
Indiana,2011,09,9.1,2011-09,Critico
Indiana,2011,08,9.1,2011-08,Critico
Indiana,2011,07,9.1,2011-07,Critico
Indiana,2011,06,8.9,2011-06,Critico
Indiana,2011,05,8.8,2011-05,Critico
Indiana,2011,04,8.7,2011-04,Critico
Indiana,2011,03,8.8,2011-03,Critico
Indiana,2011,02,8.9,2011-02,Critico
Indiana,2011,01,9.1,2011-01,Critico
Indiana,2012,12,8.2,2012-12,Critico
Indiana,2012,11,8.2,2012-11,Critico
Indiana,2012,10,8.2,2012-10,Critico
Indiana,2012,09,8.2,2012-09,Critico
Indiana,2012,08,8.2,2012-08,Critico
Indiana,2012,07,8.2,2012-07,Critico
Indiana,2012,06,8.2,2012-06,Critico
Indiana,2012,05,8.2,2012-05,Critico
Indiana,2012,04,8.2,2012-04,Critico
Indiana,2012,03,8.2,2012-03,Critico
Indiana,2012,02,8.3,2012-02,Critico
Indiana,2012,01,8.4,2012-01,Critico
Indiana,2013,12,6.5,2013-12,Critico
Indiana,2013,11,6.7,2013-11,Critico
Indiana,2013,10,6.9,2013-10,Critico
Indiana,2013,09,7.1,2013-09,Critico
Indiana,2013,08,7.3,2013-08,Critico
Indiana,2013,07,7.5,2013-07,Critico
Indiana,2013,06,7.7,2013-06,Critico
Indiana,2013,05,7.8,2013-05,Critico
Indiana,2013,04,8.0,2013-04,Critico
Indiana,2013,03,8.1,2013-03,Critico
Indiana,2013,02,8.2,2013-02,Critico
Indiana,2013,01,8.2,2013-01,Critico
Indiana,2014,12,5.5,2014-12,Normal
Indiana,2014,11,5.6,2014-11,Normal
Indiana,2014,10,5.7,2014-10,Normal
Indiana,2014,09,5.8,2014-09,Normal
Indiana,2014,08,5.8,2014-08,Normal
Indiana,2014,07,5.9,2014-07,Normal
Indiana,2014,06,6.0,2014-06,Critico
Indiana,2014,05,6.1,2014-05,Critico
Indiana,2014,04,6.1,2014-04,Critico
Indiana,2014,03,6.2,2014-03,Critico
Indiana,2014,02,6.3,2014-02,Critico
Indiana,2014,01,6.4,2014-01,Critico
Indiana,2015,12,4.6,2015-12,Normal
Indiana,2015,11,4.5,2015-11,Normal
Indiana,2015,10,4.5,2015-10,Normal
Indiana,2015,09,4.5,2015-09,Normal
Indiana,2015,08,4.6,2015-08,Normal
Indiana,2015,07,4.6,2015-07,Normal
Indiana,2015,06,4.7,2015-06,Normal
Indiana,2015,05,4.8,2015-05,Normal
Indiana,2015,04,4.9,2015-04,Normal
Indiana,2015,03,5.1,2015-03,Normal
Indiana,2015,02,5.2,2015-02,Normal
Indiana,2015,01,5.4,2015-01,Normal
Indiana,2016,12,4.0,2016-12,Bueno
Indiana,2016,11,4.1,2016-11,Normal
Indiana,2016,10,4.1,2016-10,Normal
Indiana,2016,09,4.2,2016-09,Normal
Indiana,2016,08,4.3,2016-08,Normal
Indiana,2016,07,4.4,2016-07,Normal
Indiana,2016,06,4.4,2016-06,Normal
Indiana,2016,05,4.5,2016-05,Normal
Indiana,2016,04,4.6,2016-04,Normal
Indiana,2016,03,4.6,2016-03,Normal
Indiana,2016,02,4.6,2016-02,Normal
Indiana,2016,01,4.6,2016-01,Normal
Indiana,2017,12,3.3,2017-12,Bueno
Indiana,2017,11,3.4,2017-11,Bueno
Indiana,2017,10,3.5,2017-10,Bueno
Indiana,2017,09,3.5,2017-09,Bueno
Indiana,2017,08,3.5,2017-08,Bueno
Indiana,2017,07,3.5,2017-07,Bueno
Indiana,2017,06,3.4,2017-06,Bueno
Indiana,2017,05,3.4,2017-05,Bueno
Indiana,2017,04,3.4,2017-04,Bueno
Indiana,2017,03,3.5,2017-03,Bueno
Indiana,2017,02,3.7,2017-02,Bueno
Indiana,2017,01,3.8,2017-01,Bueno
Indiana,2018,12,3.5,2018-12,Bueno
Indiana,2018,11,3.5,2018-11,Bueno
Indiana,2018,10,3.5,2018-10,Bueno
Indiana,2018,09,3.5,2018-09,Bueno
Indiana,2018,08,3.5,2018-08,Bueno
Indiana,2018,07,3.4,2018-07,Bueno
Indiana,2018,06,3.4,2018-06,Bueno
Indiana,2018,05,3.4,2018-05,Bueno
Indiana,2018,04,3.3,2018-04,Bueno
Indiana,2018,03,3.3,2018-03,Bueno
Indiana,2018,02,3.3,2018-02,Bueno
Indiana,2018,01,3.3,2018-01,Bueno
Indiana,2019,12,3.3,2019-12,Bueno
Indiana,2019,11,3.3,2019-11,Bueno
Indiana,2019,10,3.3,2019-10,Bueno
Indiana,2019,09,3.3,2019-09,Bueno
Indiana,2019,08,3.3,2019-08,Bueno
Indiana,2019,07,3.2,2019-07,Bueno
Indiana,2019,06,3.2,2019-06,Bueno
Indiana,2019,05,3.2,2019-05,Bueno
Indiana,2019,04,3.2,2019-04,Bueno
Indiana,2019,03,3.3,2019-03,Bueno
Indiana,2019,02,3.4,2019-02,Bueno
Indiana,2019,01,3.5,2019-01,Bueno
Kansas,2010,12,6.8,2010-12,Critico
Kansas,2010,11,6.9,2010-11,Critico
Kansas,2010,10,6.9,2010-10,Critico
Kansas,2010,09,6.8,2010-09,Critico
Kansas,2010,08,6.8,2010-08,Critico
Kansas,2010,07,6.8,2010-07,Critico
Kansas,2010,06,6.8,2010-06,Critico
Kansas,2010,05,6.9,2010-05,Critico
Kansas,2010,04,7.0,2010-04,Critico
Kansas,2010,03,7.1,2010-03,Critico
Kansas,2010,02,7.2,2010-02,Critico
Kansas,2010,01,7.2,2010-01,Critico
Kansas,2011,12,6.0,2011-12,Critico
Kansas,2011,11,6.1,2011-11,Critico
Kansas,2011,10,6.2,2011-10,Critico
Kansas,2011,09,6.3,2011-09,Critico
Kansas,2011,08,6.3,2011-08,Critico
Kansas,2011,07,6.3,2011-07,Critico
Kansas,2011,06,6.4,2011-06,Critico
Kansas,2011,05,6.4,2011-05,Critico
Kansas,2011,04,6.5,2011-04,Critico
Kansas,2011,03,6.6,2011-03,Critico
Kansas,2011,02,6.7,2011-02,Critico
Kansas,2011,01,6.8,2011-01,Critico
Kansas,2012,12,5.6,2012-12,Normal
Kansas,2012,11,5.6,2012-11,Normal
Kansas,2012,10,5.6,2012-10,Normal
Kansas,2012,09,5.6,2012-09,Normal
Kansas,2012,08,5.6,2012-08,Normal
Kansas,2012,07,5.7,2012-07,Normal
Kansas,2012,06,5.7,2012-06,Normal
Kansas,2012,05,5.8,2012-05,Normal
Kansas,2012,04,5.8,2012-04,Normal
Kansas,2012,03,5.8,2012-03,Normal
Kansas,2012,02,5.9,2012-02,Normal
Kansas,2012,01,5.9,2012-01,Normal
Kansas,2013,12,4.9,2013-12,Normal
Kansas,2013,11,5.0,2013-11,Normal
Kansas,2013,10,5.1,2013-10,Normal
Kansas,2013,09,5.2,2013-09,Normal
Kansas,2013,08,5.3,2013-08,Normal
Kansas,2013,07,5.3,2013-07,Normal
Kansas,2013,06,5.4,2013-06,Normal
Kansas,2013,05,5.4,2013-05,Normal
Kansas,2013,04,5.4,2013-04,Normal
Kansas,2013,03,5.5,2013-03,Normal
Kansas,2013,02,5.5,2013-02,Normal
Kansas,2013,01,5.6,2013-01,Normal
Kansas,2014,12,4.3,2014-12,Normal
Kansas,2014,11,4.3,2014-11,Normal
Kansas,2014,10,4.3,2014-10,Normal
Kansas,2014,09,4.4,2014-09,Normal
Kansas,2014,08,4.4,2014-08,Normal
Kansas,2014,07,4.5,2014-07,Normal
Kansas,2014,06,4.5,2014-06,Normal
Kansas,2014,05,4.6,2014-05,Normal
Kansas,2014,04,4.6,2014-04,Normal
Kansas,2014,03,4.7,2014-03,Normal
Kansas,2014,02,4.7,2014-02,Normal
Kansas,2014,01,4.8,2014-01,Normal
Kansas,2015,12,3.9,2015-12,Bueno
Kansas,2015,11,3.9,2015-11,Bueno
Kansas,2015,10,3.9,2015-10,Bueno
Kansas,2015,09,4.0,2015-09,Bueno
Kansas,2015,08,4.0,2015-08,Bueno
Kansas,2015,07,4.1,2015-07,Normal
Kansas,2015,06,4.2,2015-06,Normal
Kansas,2015,05,4.3,2015-05,Normal
Kansas,2015,04,4.4,2015-04,Normal
Kansas,2015,03,4.4,2015-03,Normal
Kansas,2015,02,4.4,2015-02,Normal
Kansas,2015,01,4.3,2015-01,Normal
Kansas,2016,12,4.0,2016-12,Bueno
Kansas,2016,11,4.1,2016-11,Normal
Kansas,2016,10,4.1,2016-10,Normal
Kansas,2016,09,4.1,2016-09,Normal
Kansas,2016,08,4.1,2016-08,Normal
Kansas,2016,07,4.1,2016-07,Normal
Kansas,2016,06,4.0,2016-06,Bueno
Kansas,2016,05,4.0,2016-05,Bueno
Kansas,2016,04,4.0,2016-04,Bueno
Kansas,2016,03,3.9,2016-03,Bueno
Kansas,2016,02,3.9,2016-02,Bueno
Kansas,2016,01,3.9,2016-01,Bueno
Kansas,2017,12,3.4,2017-12,Bueno
Kansas,2017,11,3.5,2017-11,Bueno
Kansas,2017,10,3.5,2017-10,Bueno
Kansas,2017,09,3.6,2017-09,Bueno
Kansas,2017,08,3.6,2017-08,Bueno
Kansas,2017,07,3.6,2017-07,Bueno
Kansas,2017,06,3.6,2017-06,Bueno
Kansas,2017,05,3.6,2017-05,Bueno
Kansas,2017,04,3.6,2017-04,Bueno
Kansas,2017,03,3.7,2017-03,Bueno
Kansas,2017,02,3.8,2017-02,Bueno
Kansas,2017,01,3.9,2017-01,Bueno
Kansas,2018,12,3.3,2018-12,Bueno
Kansas,2018,11,3.3,2018-11,Bueno
Kansas,2018,10,3.3,2018-10,Bueno
Kansas,2018,09,3.3,2018-09,Bueno
Kansas,2018,08,3.2,2018-08,Bueno
Kansas,2018,07,3.2,2018-07,Bueno
Kansas,2018,06,3.2,2018-06,Bueno
Kansas,2018,05,3.2,2018-05,Bueno
Kansas,2018,04,3.3,2018-04,Bueno
Kansas,2018,03,3.3,2018-03,Bueno
Kansas,2018,02,3.3,2018-02,Bueno
Kansas,2018,01,3.4,2018-01,Bueno
Kansas,2019,12,3.1,2019-12,Bueno
Kansas,2019,11,3.1,2019-11,Bueno
Kansas,2019,10,3.1,2019-10,Bueno
Kansas,2019,09,3.1,2019-09,Bueno
Kansas,2019,08,3.1,2019-08,Bueno
Kansas,2019,07,3.1,2019-07,Bueno
Kansas,2019,06,3.1,2019-06,Bueno
Kansas,2019,05,3.1,2019-05,Bueno
Kansas,2019,04,3.1,2019-04,Bueno
Kansas,2019,03,3.1,2019-03,Bueno
Kansas,2019,02,3.2,2019-02,Bueno
Kansas,2019,01,3.3,2019-01,Bueno
Kentucky,2010,12,9.9,2010-12,Critico
Kentucky,2010,11,10.0,2010-11,Critico
Kentucky,2010,10,10.0,2010-10,Critico
Kentucky,2010,09,10.0,2010-09,Critico
Kentucky,2010,08,10.0,2010-08,Critico
Kentucky,2010,07,10.0,2010-07,Critico
Kentucky,2010,06,10.1,2010-06,Critico
Kentucky,2010,05,10.3,2010-05,Critico
Kentucky,2010,04,10.5,2010-04,Critico
Kentucky,2010,03,10.7,2010-03,Critico
Kentucky,2010,02,10.8,2010-02,Critico
Kentucky,2010,01,10.9,2010-01,Critico
Kentucky,2011,12,8.7,2011-12,Critico
Kentucky,2011,11,9.0,2011-11,Critico
Kentucky,2011,10,9.2,2011-10,Critico
Kentucky,2011,09,9.3,2011-09,Critico
Kentucky,2011,08,9.4,2011-08,Critico
Kentucky,2011,07,9.5,2011-07,Critico
Kentucky,2011,06,9.5,2011-06,Critico
Kentucky,2011,05,9.5,2011-05,Critico
Kentucky,2011,04,9.5,2011-04,Critico
Kentucky,2011,03,9.5,2011-03,Critico
Kentucky,2011,02,9.6,2011-02,Critico
Kentucky,2011,01,9.8,2011-01,Critico
Kentucky,2012,12,8.0,2012-12,Critico
Kentucky,2012,11,8.1,2012-11,Critico
Kentucky,2012,10,8.1,2012-10,Critico
Kentucky,2012,09,8.1,2012-09,Critico
Kentucky,2012,08,8.2,2012-08,Critico
Kentucky,2012,07,8.2,2012-07,Critico
Kentucky,2012,06,8.2,2012-06,Critico
Kentucky,2012,05,8.2,2012-05,Critico
Kentucky,2012,04,8.2,2012-04,Critico
Kentucky,2012,03,8.2,2012-03,Critico
Kentucky,2012,02,8.4,2012-02,Critico
Kentucky,2012,01,8.5,2012-01,Critico
Kentucky,2013,12,7.6,2013-12,Critico
Kentucky,2013,11,7.7,2013-11,Critico
Kentucky,2013,10,7.8,2013-10,Critico
Kentucky,2013,09,7.9,2013-09,Critico
Kentucky,2013,08,8.0,2013-08,Critico
Kentucky,2013,07,8.0,2013-07,Critico
Kentucky,2013,06,8.0,2013-06,Critico
Kentucky,2013,05,8.0,2013-05,Critico
Kentucky,2013,04,8.0,2013-04,Critico
Kentucky,2013,03,8.0,2013-03,Critico
Kentucky,2013,02,8.0,2013-02,Critico
Kentucky,2013,01,8.0,2013-01,Critico
Kentucky,2014,12,5.4,2014-12,Normal
Kentucky,2014,11,5.5,2014-11,Normal
Kentucky,2014,10,5.7,2014-10,Normal
Kentucky,2014,09,5.9,2014-09,Normal
Kentucky,2014,08,6.0,2014-08,Critico
Kentucky,2014,07,6.3,2014-07,Critico
Kentucky,2014,06,6.5,2014-06,Critico
Kentucky,2014,05,6.7,2014-05,Critico
Kentucky,2014,04,7.0,2014-04,Critico
Kentucky,2014,03,7.2,2014-03,Critico
Kentucky,2014,02,7.3,2014-02,Critico
Kentucky,2014,01,7.5,2014-01,Critico
Kentucky,2015,12,5.2,2015-12,Normal
Kentucky,2015,11,5.2,2015-11,Normal
Kentucky,2015,10,5.2,2015-10,Normal
Kentucky,2015,09,5.2,2015-09,Normal
Kentucky,2015,08,5.2,2015-08,Normal
Kentucky,2015,07,5.2,2015-07,Normal
Kentucky,2015,06,5.2,2015-06,Normal
Kentucky,2015,05,5.2,2015-05,Normal
Kentucky,2015,04,5.3,2015-04,Normal
Kentucky,2015,03,5.3,2015-03,Normal
Kentucky,2015,02,5.3,2015-02,Normal
Kentucky,2015,01,5.3,2015-01,Normal
Kentucky,2016,12,5.1,2016-12,Normal
Kentucky,2016,11,5.1,2016-11,Normal
Kentucky,2016,10,5.1,2016-10,Normal
Kentucky,2016,09,5.0,2016-09,Normal
Kentucky,2016,08,5.0,2016-08,Normal
Kentucky,2016,07,4.9,2016-07,Normal
Kentucky,2016,06,4.9,2016-06,Normal
Kentucky,2016,05,4.9,2016-05,Normal
Kentucky,2016,04,5.0,2016-04,Normal
Kentucky,2016,03,5.1,2016-03,Normal
Kentucky,2016,02,5.1,2016-02,Normal
Kentucky,2016,01,5.2,2016-01,Normal
Kentucky,2017,12,4.3,2017-12,Normal
Kentucky,2017,11,4.4,2017-11,Normal
Kentucky,2017,10,4.5,2017-10,Normal
Kentucky,2017,09,4.6,2017-09,Normal
Kentucky,2017,08,4.8,2017-08,Normal
Kentucky,2017,07,4.8,2017-07,Normal
Kentucky,2017,06,4.9,2017-06,Normal
Kentucky,2017,05,4.9,2017-05,Normal
Kentucky,2017,04,5.0,2017-04,Normal
Kentucky,2017,03,5.0,2017-03,Normal
Kentucky,2017,02,5.0,2017-02,Normal
Kentucky,2017,01,5.1,2017-01,Normal
Kentucky,2018,12,4.2,2018-12,Normal
Kentucky,2018,11,4.2,2018-11,Normal
Kentucky,2018,10,4.2,2018-10,Normal
Kentucky,2018,09,4.2,2018-09,Normal
Kentucky,2018,08,4.2,2018-08,Normal
Kentucky,2018,07,4.2,2018-07,Normal
Kentucky,2018,06,4.2,2018-06,Normal
Kentucky,2018,05,4.2,2018-05,Normal
Kentucky,2018,04,4.2,2018-04,Normal
Kentucky,2018,03,4.2,2018-03,Normal
Kentucky,2018,02,4.2,2018-02,Normal
Kentucky,2018,01,4.2,2018-01,Normal
Kentucky,2019,12,4.0,2019-12,Bueno
Kentucky,2019,11,4.0,2019-11,Bueno
Kentucky,2019,10,4.0,2019-10,Bueno
Kentucky,2019,09,4.1,2019-09,Normal
Kentucky,2019,08,4.1,2019-08,Normal
Kentucky,2019,07,4.1,2019-07,Normal
Kentucky,2019,06,4.1,2019-06,Normal
Kentucky,2019,05,4.1,2019-05,Normal
Kentucky,2019,04,4.1,2019-04,Normal
Kentucky,2019,03,4.1,2019-03,Normal
Kentucky,2019,02,4.1,2019-02,Normal
Kentucky,2019,01,4.2,2019-01,Normal
Luisiana,2010,12,7.8,2010-12,Critico
Luisiana,2010,11,7.8,2010-11,Critico
Luisiana,2010,10,7.8,2010-10,Critico
Luisiana,2010,09,7.8,2010-09,Critico
Luisiana,2010,08,7.7,2010-08,Critico
Luisiana,2010,07,7.6,2010-07,Critico
Luisiana,2010,06,7.4,2010-06,Critico
Luisiana,2010,05,7.4,2010-05,Critico
Luisiana,2010,04,7.3,2010-04,Critico
Luisiana,2010,03,7.3,2010-03,Critico
Luisiana,2010,02,7.2,2010-02,Critico
Luisiana,2010,01,7.1,2010-01,Critico
Luisiana,2011,12,7.2,2011-12,Critico
Luisiana,2011,11,7.3,2011-11,Critico
