estado,fecha,promedio_dias
Tennessee,2013-02,139.0
Missouri,2013-02,118.0
Maryland,2013-02,140.0
Wisconsin,2013-02,148.0
Minnesota,2013-02,125.5
Colorado,2013-02,100.0
Alabama,2013-02,146.0
South Carolina,2013-02,150.0
Louisiana,2013-02,131.0
Kentucky,2013-02,119.0
Oregon,2013-02,127.0
Oklahoma,2013-02,133.0
Connecticut,2013-02,157.0
Iowa,2013-02,140.0
Mississippi,2013-02,129.0
Arkansas,2013-02,133.5
Kansas,2013-02,122.0
Utah,2013-02,125.0
Nevada,2013-02,117.0
New Mexico,2013-02,129.0
West Virginia,2013-02,133.0
Nebraska,2013-02,121.0
Idaho,2013-02,113.0
Hawaii,2013-02,101.5
Maine,2013-02,154.0
New Hampshire,2013-02,147.0
Rhode Island,2013-02,157.0
Montana,2013-02,122.0
Delaware,2013-02,144.0
South Dakota,2013-02,104.0
Alaska,2013-02,132.0
North Dakota,2013-02,126.0
Vermont,2013-02,150.0
District of Columbia,2013-02,88.0
Wyoming,2013-02,99.5
Puerto Rico,2013-02,
California,2013-03,70.0
Texas,2013-03,94.0
New York,2013-03,206.0
Florida,2013-03,114.0
Illinois,2013-03,137.0
Pennsylvania,2013-03,147.0
Ohio,2013-03,136.0
Michigan,2013-03,117.0
Georgia,2013-03,113.0
North Carolina,2013-03,141.0
New Jersey,2013-03,187.0
Virginia,2013-03,107.0
Washington,2013-03,101.0
Massachusetts,2013-03,140.0
Indiana,2013-03,132.0
Arizona,2013-03,90.0
Tennessee,2013-03,132.0
Missouri,2013-03,115.0
Maryland,2013-03,138.0
Wisconsin,2013-03,158.0
Minnesota,2013-03,133.0
Colorado,2013-03,85.0
Alabama,2013-03,144.0
South Carolina,2013-03,149.0
Louisiana,2013-03,130.0
Kentucky,2013-03,118.0
Oregon,2013-03,110.0
Oklahoma,2013-03,117.0
Connecticut,2013-03,166.0
Iowa,2013-03,140.0
Mississippi,2013-03,128.0
Arkansas,2013-03,143.0
Kansas,2013-03,120.0
Utah,2013-03,117.0
Nevada,2013-03,106.0
New Mexico,2013-03,128.0
West Virginia,2013-03,152.5
Nebraska,2013-03,129.0
Idaho,2013-03,109.0
Hawaii,2013-03,110.0
Maine,2013-03,142.5
New Hampshire,2013-03,157.0
Rhode Island,2013-03,151.0
Montana,2013-03,125.0
Delaware,2013-03,133.0
South Dakota,2013-03,99.0
Alaska,2013-03,121.0
North Dakota,2013-03,153.0
Vermont,2013-03,206.0
District of Columbia,2013-03,76.5
Wyoming,2013-03,94.0
Puerto Rico,2013-03,
California,2013-04,64.0
Texas,2013-04,78.0
New York,2013-04,204.0
Florida,2013-04,110.0
Illinois,2013-04,126.0
Pennsylvania,2013-04,138.0
Ohio,2013-04,118.0
Michigan,2013-04,104.0
Georgia,2013-04,99.0
North Carolina,2013-04,124.0
New Jersey,2013-04,182.0
Virginia,2013-04,82.0
Washington,2013-04,79.0
Massachusetts,2013-04,98.0
Indiana,2013-04,109.0
Arizona,2013-04,84.0
Tennessee,2013-04,119.0
Missouri,2013-04,104.0
Maryland,2013-04,119.0
Wisconsin,2013-04,145.0
Minnesota,2013-04,121.0
Colorado,2013-04,70.0
Alabama,2013-04,133.0
South Carolina,2013-04,140.0
Louisiana,2013-04,125.0
Kentucky,2013-04,104.0
Oregon,2013-04,86.0
Oklahoma,2013-04,102.0
Connecticut,2013-04,152.0
Iowa,2013-04,134.5
Mississippi,2013-04,125.0
Arkansas,2013-04,125.0
Kansas,2013-04,107.0
Utah,2013-04,86.5
Nevada,2013-04,85.0
New Mexico,2013-04,121.5
West Virginia,2013-04,146.0
Nebraska,2013-04,98.0
Idaho,2013-04,89.0
Hawaii,2013-04,90.0
Maine,2013-04,108.0
New Hampshire,2013-04,137.0
Rhode Island,2013-04,154.0
Montana,2013-04,92.0
Delaware,2013-04,127.0
South Dakota,2013-04,83.0
Alaska,2013-04,88.0
North Dakota,2013-04,101.0
Vermont,2013-04,200.0
District of Columbia,2013-04,59.0
Wyoming,2013-04,89.0
Puerto Rico,2013-04,
California,2013-05,62.0
Texas,2013-05,73.0
New York,2013-05,184.0
Florida,2013-05,108.0
Illinois,2013-05,109.0
Pennsylvania,2013-05,110.0
Ohio,2013-05,102.0
Michigan,2013-05,95.0
Georgia,2013-05,91.0
North Carolina,2013-05,104.0
New Jersey,2013-05,140.0
Virginia,2013-05,76.0
Washington,2013-05,73.0
Massachusetts,2013-05,87.0
Indiana,2013-05,98.0
Arizona,2013-05,79.0
Tennessee,2013-05,104.0
Missouri,2013-05,93.0
Maryland,2013-05,100.0
Wisconsin,2013-05,110.0
Minnesota,2013-05,102.0
Colorado,2013-05,67.0
Alabama,2013-05,119.0
South Carolina,2013-05,120.0
Louisiana,2013-05,109.0
Kentucky,2013-05,102.0
Oregon,2013-05,75.0
Oklahoma,2013-05,95.0
Connecticut,2013-05,115.0
Iowa,2013-05,107.0
Mississippi,2013-05,113.0
Arkansas,2013-05,105.0
Kansas,2013-05,95.0
Utah,2013-05,83.0
Nevada,2013-05,79.0
New Mexico,2013-05,93.0
West Virginia,2013-05,102.0
Nebraska,2013-05,91.0
Idaho,2013-05,76.0
Hawaii,2013-05,94.0
Maine,2013-05,122.0
New Hampshire,2013-05,99.0
Rhode Island,2013-05,119.0
Montana,2013-05,84.0
Delaware,2013-05,111.0
South Dakota,2013-05,84.0
Alaska,2013-05,77.0
North Dakota,2013-05,77.0
Vermont,2013-05,160.5
District of Columbia,2013-05,55.0
Wyoming,2013-05,83.0
Puerto Rico,2013-05,
California,2013-06,62.0
Texas,2013-06,73.0
New York,2013-06,145.0
Florida,2013-06,109.0
Illinois,2013-06,102.0
Pennsylvania,2013-06,100.0
Ohio,2013-06,97.0
Michigan,2013-06,91.0
Georgia,2013-06,91.0
North Carolina,2013-06,101.0
New Jersey,2013-06,125.0
Virginia,2013-06,74.0
Washington,2013-06,71.0
Massachusetts,2013-06,83.0
Indiana,2013-06,90.0
Arizona,2013-06,74.0
Tennessee,2013-06,99.0
Missouri,2013-06,90.0
Maryland,2013-06,95.0
Wisconsin,2013-06,102.0
Minnesota,2013-06,95.0
Colorado,2013-06,63.0
Alabama,2013-06,118.0
South Carolina,2013-06,118.0
Louisiana,2013-06,107.0
Kentucky,2013-06,98.0
Oregon,2013-06,73.0
Oklahoma,2013-06,91.0
Connecticut,2013-06,106.0
Iowa,2013-06,95.0
Mississippi,2013-06,103.0
Arkansas,2013-06,107.0
Kansas,2013-06,86.0
Utah,2013-06,81.0
Nevada,2013-06,76.0
New Mexico,2013-06,97.0
West Virginia,2013-06,99.0
Nebraska,2013-06,90.0
Idaho,2013-06,76.0
Hawaii,2013-06,83.0
Maine,2013-06,108.0
New Hampshire,2013-06,96.0
Rhode Island,2013-06,106.0
Montana,2013-06,83.0
Delaware,2013-06,100.0
South Dakota,2013-06,80.0
Alaska,2013-06,75.0
North Dakota,2013-06,76.5
Vermont,2013-06,122.5
District of Columbia,2013-06,58.0
Wyoming,2013-06,70.0
Puerto Rico,2013-06,
California,2013-07,61.0
Texas,2013-07,72.0
New York,2013-07,133.0
Florida,2013-07,109.0
Illinois,2013-07,107.0
Pennsylvania,2013-07,103.0
Ohio,2013-07,96.0
Michigan,2013-07,89.0
Georgia,2013-07,92.0
North Carolina,2013-07,103.0
New Jersey,2013-07,123.0
Virginia,2013-07,80.0
Washington,2013-07,70.0
Massachusetts,2013-07,84.0
Indiana,2013-07,91.0
Arizona,2013-07,75.0
Tennessee,2013-07,102.0
Missouri,2013-07,88.0
Maryland,2013-07,94.0
Wisconsin,2013-07,100.0
Minnesota,2013-07,93.0
Colorado,2013-07,63.0
Alabama,2013-07,116.0
South Carolina,2013-07,122.0
Louisiana,2013-07,105.0
Kentucky,2013-07,99.0
Oregon,2013-07,71.0
Oklahoma,2013-07,88.0
Connecticut,2013-07,106.0
Iowa,2013-07,90.0
Mississippi,2013-07,112.0
Arkansas,2013-07,103.0
Kansas,2013-07,85.0
Utah,2013-07,75.0
Nevada,2013-07,78.0
New Mexico,2013-07,96.0
West Virginia,2013-07,96.0
Nebraska,2013-07,83.0
Idaho,2013-07,75.0
Hawaii,2013-07,85.0
Maine,2013-07,97.0
New Hampshire,2013-07,90.0
Rhode Island,2013-07,104.0
Montana,2013-07,93.5
Delaware,2013-07,96.0
South Dakota,2013-07,68.0
Alaska,2013-07,77.0
North Dakota,2013-07,71.0
Vermont,2013-07,137.0
District of Columbia,2013-07,59.0
Wyoming,2013-07,75.0
Puerto Rico,2013-07,
California,2013-08,60.0
Texas,2013-08,69.0
New York,2013-08,132.0
Florida,2013-08,105.0
Illinois,2013-08,104.0
Pennsylvania,2013-08,106.0
Ohio,2013-08,98.0
Michigan,2013-08,90.0
Georgia,2013-08,93.0
North Carolina,2013-08,104.0
New Jersey,2013-08,121.0
Virginia,2013-08,81.0
Washington,2013-08,72.0
Massachusetts,2013-08,85.0
Indiana,2013-08,92.0
Arizona,2013-08,75.0
Tennessee,2013-08,105.0
Missouri,2013-08,85.0
Maryland,2013-08,100.0
Wisconsin,2013-08,100.0
Minnesota,2013-08,90.0
Colorado,2013-08,63.0
Alabama,2013-08,115.0
South Carolina,2013-08,121.0
Louisiana,2013-08,101.0
Kentucky,2013-08,96.5
Oregon,2013-08,71.0
Oklahoma,2013-08,87.0
Connecticut,2013-08,106.0
Iowa,2013-08,90.0
Mississippi,2013-08,112.0
Arkansas,2013-08,109.0
Kansas,2013-08,85.0
Utah,2013-08,78.0
Nevada,2013-08,73.0
New Mexico,2013-08,90.0
West Virginia,2013-08,103.0
Nebraska,2013-08,73.0
Idaho,2013-08,78.5
Hawaii,2013-08,80.0
Maine,2013-08,96.0
New Hampshire,2013-08,93.0
Rhode Island,2013-08,101.0
Montana,2013-08,80.5
Delaware,2013-08,101.0
South Dakota,2013-08,70.0
Alaska,2013-08,81.0
North Dakota,2013-08,72.0
Vermont,2013-08,121.0
District of Columbia,2013-08,59.0
Wyoming,2013-08,75.0
Puerto Rico,2013-08,
California,2013-09,61.0
Texas,2013-09,73.0
New York,2013-09,142.0
Florida,2013-09,102.0
Illinois,2013-09,107.0
Pennsylvania,2013-09,110.0
Ohio,2013-09,97.0
Michigan,2013-09,94.0
Georgia,2013-09,95.0
North Carolina,2013-09,107.0
New Jersey,2013-09,129.0
Virginia,2013-09,83.0
Washington,2013-09,77.0
Massachusetts,2013-09,91.0
Indiana,2013-09,97.0
Arizona,2013-09,76.0
Tennessee,2013-09,103.0
Missouri,2013-09,91.0
Maryland,2013-09,102.0
Wisconsin,2013-09,105.0
Minnesota,2013-09,94.0
Colorado,2013-09,68.0
Alabama,2013-09,120.0
South Carolina,2013-09,125.0
Louisiana,2013-09,102.0
Kentucky,2013-09,103.0
Oregon,2013-09,77.0
Oklahoma,2013-09,87.0
Connecticut,2013-09,113.0
Iowa,2013-09,94.0
Mississippi,2013-09,110.0
Arkansas,2013-09,103.0
Kansas,2013-09,90.5
Utah,2013-09,77.0
Nevada,2013-09,77.0
New Mexico,2013-09,99.0
West Virginia,2013-09,107.0
Nebraska,2013-09,78.0
Idaho,2013-09,83.0
Hawaii,2013-09,83.0
Maine,2013-09,111.0
New Hampshire,2013-09,110.0
Rhode Island,2013-09,113.0
Montana,2013-09,87.0
Delaware,2013-09,108.0
South Dakota,2013-09,79.0
Alaska,2013-09,86.0
North Dakota,2013-09,77.0
Vermont,2013-09,132.0
District of Columbia,2013-09,66.0
Wyoming,2013-09,73.0
Puerto Rico,2013-09,
California,2013-10,64.0
Texas,2013-10,77.0
New York,2013-10,149.0
Florida,2013-10,100.0
Illinois,2013-10,107.0
Pennsylvania,2013-10,112.0
Ohio,2013-10,104.0
Michigan,2013-10,96.0
Georgia,2013-10,97.0
North Carolina,2013-10,110.0
New Jersey,2013-10,135.0
Virginia,2013-10,83.0
Washington,2013-10,79.0
Massachusetts,2013-10,89.0
Indiana,2013-10,101.0
Arizona,2013-10,78.0
Tennessee,2013-10,105.0
Missouri,2013-10,93.0
Maryland,2013-10,104.0
Wisconsin,2013-10,109.0
Minnesota,2013-10,93.0
Colorado,2013-10,72.0
Alabama,2013-10,125.0
South Carolina,2013-10,121.0
Louisiana,2013-10,109.0
Kentucky,2013-10,104.0
Oregon,2013-10,83.0
Oklahoma,2013-10,93.0
Connecticut,2013-10,131.0
Iowa,2013-10,98.0
Mississippi,2013-10,118.0
Arkansas,2013-10,110.0
Kansas,2013-10,94.0
Utah,2013-10,81.0
Nevada,2013-10,77.0
New Mexico,2013-10,110.0
West Virginia,2013-10,112.0
Nebraska,2013-10,84.0
Idaho,2013-10,86.0
Hawaii,2013-10,81.0
Maine,2013-10,125.0
New Hampshire,2013-10,111.0
Rhode Island,2013-10,115.0
Montana,2013-10,96.0
Delaware,2013-10,115.0
South Dakota,2013-10,82.0
Alaska,2013-10,91.0
North Dakota,2013-10,74.0
Vermont,2013-10,143.5
District of Columbia,2013-10,62.0
Wyoming,2013-10,80.0
Puerto Rico,2013-10,
California,2013-11,66.0
Texas,2013-11,83.0
New York,2013-11,153.0
Florida,2013-11,102.0
Illinois,2013-11,108.0
Pennsylvania,2013-11,113.0
Ohio,2013-11,108.0
Michigan,2013-11,108.0
Georgia,2013-11,103.0
North Carolina,2013-11,115.0
New Jersey,2013-11,137.0
Virginia,2013-11,90.0
Washington,2013-11,88.0
Massachusetts,2013-11,88.0
Indiana,2013-11,110.0
Arizona,2013-11,79.0
Tennessee,2013-11,112.0
Missouri,2013-11,97.0
Maryland,2013-11,108.0
Wisconsin,2013-11,119.0
Minnesota,2013-11,98.0
Colorado,2013-11,78.0
Alabama,2013-11,131.0
South Carolina,2013-11,130.0
Louisiana,2013-11,111.0
Kentucky,2013-11,110.0
Oregon,2013-11,92.0
Oklahoma,2013-11,104.0
Connecticut,2013-11,130.0
Iowa,2013-11,102.0
Mississippi,2013-11,115.0
Arkansas,2013-11,113.0
Kansas,2013-11,95.0
Utah,2013-11,85.0
Nevada,2013-11,82.0
New Mexico,2013-11,114.0
West Virginia,2013-11,121.0
Nebraska,2013-11,95.0
Idaho,2013-11,93.0
Hawaii,2013-11,85.0
Maine,2013-11,135.0
New Hampshire,2013-11,119.0
Rhode Island,2013-11,111.0
Montana,2013-11,96.0
Delaware,2013-11,112.0
South Dakota,2013-11,82.0
Alaska,2013-11,102.0
North Dakota,2013-11,77.0
Vermont,2013-11,144.0
District of Columbia,2013-11,59.0
Wyoming,2013-11,90.0
Puerto Rico,2013-11,
California,2013-12,72.0
Texas,2013-12,83.0
New York,2013-12,156.0
Florida,2013-12,104.0
Illinois,2013-12,110.0
Pennsylvania,2013-12,114.0
Ohio,2013-12,116.0
Michigan,2013-12,105.0
Georgia,2013-12,103.0
North Carolina,2013-12,122.0
New Jersey,2013-12,137.0
Virginia,2013-12,97.0
Washington,2013-12,98.0
Massachusetts,2013-12,96.0
Indiana,2013-12,119.0
Arizona,2013-12,82.0
Tennessee,2013-12,112.0
Missouri,2013-12,104.0
Maryland,2013-12,106.0
Wisconsin,2013-12,119.0
Minnesota,2013-12,106.0
Colorado,2013-12,80.0
Alabama,2013-12,128.0
South Carolina,2013-12,133.0
Louisiana,2013-12,112.0
Kentucky,2013-12,112.0
Oregon,2013-12,97.0
Oklahoma,2013-12,105.0
Connecticut,2013-12,133.0
Iowa,2013-12,106.0
Mississippi,2013-12,125.0
Arkansas,2013-12,121.0
Kansas,2013-12,99.0
Utah,2013-12,93.0
Nevada,2013-12,89.0
New Mexico,2013-12,124.0
West Virginia,2013-12,121.0
Nebraska,2013-12,89.0
Idaho,2013-12,105.0
Hawaii,2013-12,82.0
Maine,2013-12,134.0
New Hampshire,2013-12,125.0
Rhode Island,2013-12,107.0
Montana,2013-12,102.0
Delaware,2013-12,114.0
South Dakota,2013-12,87.0
Alaska,2013-12,119.0
North Dakota,2013-12,83.0
Vermont,2013-12,155.0
District of Columbia,2013-12,73.0
Wyoming,2013-12,91.0
Puerto Rico,2013-12,
California,2014-01,81.0
Texas,2014-01,91.0
New York,2014-01,167.0
Florida,2014-01,111.0
Illinois,2014-01,123.0
Pennsylvania,2014-01,129.0
Ohio,2014-01,125.0
Michigan,2014-01,114.0
Georgia,2014-01,111.0
North Carolina,2014-01,126.0
New Jersey,2014-01,147.0
Virginia,2014-01,111.0
Washington,2014-01,112.0
Massachusetts,2014-01,107.0
Indiana,2014-01,129.0
Arizona,2014-01,94.0
Tennessee,2014-01,125.0
Missouri,2014-01,115.0
Maryland,2014-01,122.0
Wisconsin,2014-01,126.0
Minnesota,2014-01,109.0
Colorado,2014-01,90.0
Alabama,2014-01,136.0
South Carolina,2014-01,143.0
Louisiana,2014-01,123.0
Kentucky,2014-01,121.0
Oregon,2014-01,113.0
Oklahoma,2014-01,109.0
Connecticut,2014-01,131.5
Iowa,2014-01,119.0
Mississippi,2014-01,128.0
Arkansas,2014-01,136.0
Kansas,2014-01,113.0
Utah,2014-01,104.0
Nevada,2014-01,97.0
New Mexico,2014-01,133.0
West Virginia,2014-01,135.0
Nebraska,2014-01,103.0
Idaho,2014-01,113.0
Hawaii,2014-01,90.0
Maine,2014-01,155.0
New Hampshire,2014-01,141.0
Rhode Island,2014-01,146.0
Montana,2014-01,113.0
Delaware,2014-01,113.0
South Dakota,2014-01,98.0
Alaska,2014-01,114.0
North Dakota,2014-01,98.0
Vermont,2014-01,179.0
District of Columbia,2014-01,85.0
Wyoming,2014-01,101.0
Puerto Rico,2014-01,
California,2014-02,77.0
Texas,2014-02,91.0
New York,2014-02,174.0
Florida,2014-02,112.0
Illinois,2014-02,127.0
Pennsylvania,2014-02,134.0
Ohio,2014-02,128.0
Michigan,2014-02,118.0
Georgia,2014-02,112.0
North Carolina,2014-02,134.0
New Jersey,2014-02,155.0
Virginia,2014-02,109.0
Washington,2014-02,108.0
Massachusetts,2014-02,123.0
Indiana,2014-02,130.0
Arizona,2014-02,99.0
Tennessee,2014-02,126.0
Missouri,2014-02,119.0
Maryland,2014-02,131.0
Wisconsin,2014-02,134.0
Minnesota,2014-02,121.0
Colorado,2014-02,92.0
Alabama,2014-02,142.0
South Carolina,2014-02,142.5
Louisiana,2014-02,127.0
Kentucky,2014-02,132.0
Oregon,2014-02,113.0
Oklahoma,2014-02,117.0
Connecticut,2014-02,155.0
Iowa,2014-02,131.0
Mississippi,2014-02,140.5
Arkansas,2014-02,138.0
Kansas,2014-02,113.0
Utah,2014-02,107.0
Nevada,2014-02,103.0
New Mexico,2014-02,136.0
West Virginia,2014-02,144.0
Nebraska,2014-02,110.0
Idaho,2014-02,120.0
Hawaii,2014-02,98.0
Maine,2014-02,151.5
New Hampshire,2014-02,139.0
Rhode Island,2014-02,154.0
Montana,2014-02,127.0
Delaware,2014-02,123.0
South Dakota,2014-02,110.0
Alaska,2014-02,109.0
North Dakota,2014-02,103.0
Vermont,2014-02,184.0
District of Columbia,2014-02,81.0
Wyoming,2014-02,97.0
Puerto Rico,2014-02,
California,2014-03,62.0
Texas,2014-03,73.0
New York,2014-03,178.0
Florida,2014-03,111.0
Illinois,2014-03,132.0
Pennsylvania,2014-03,139.0
Ohio,2014-03,125.0
Michigan,2014-03,118.0
Georgia,2014-03,108.0
North Carolina,2014-03,129.0
New Jersey,2014-03,161.0
Virginia,2014-03,98.0
Washington,2014-03,96.0
Massachusetts,2014-03,112.0
Indiana,2014-03,137.0
Arizona,2014-03,91.0
Tennessee,2014-03,128.0
Missouri,2014-03,121.0
Maryland,2014-03,125.0
Wisconsin,2014-03,147.0
Minnesota,2014-03,122.0
Colorado,2014-03,75.0
Alabama,2014-03,144.0
South Carolina,2014-03,141.0
Louisiana,2014-03,123.0
Kentucky,2014-03,128.0
Oregon,2014-03,105.0
Oklahoma,2014-03,109.0
Connecticut,2014-03,153.0
Iowa,2014-03,139.0
Mississippi,2014-03,133.0
Arkansas,2014-03,134.0
Kansas,2014-03,111.0
Utah,2014-03,104.0
Nevada,2014-03,90.0
New Mexico,2014-03,138.0
West Virginia,2014-03,154.0
Nebraska,2014-03,102.0
Idaho,2014-03,107.5
Hawaii,2014-03,88.0
Maine,2014-03,164.0
New Hampshire,2014-03,143.0
Rhode Island,2014-03,144.0
Montana,2014-03,135.0
Delaware,2014-03,128.5
South Dakota,2014-03,108.0
Alaska,2014-03,103.0
North Dakota,2014-03,102.0
Vermont,2014-03,167.0
District of Columbia,2014-03,65.5
Wyoming,2014-03,108.0
Puerto Rico,2014-03,
California,2014-04,61.0
Texas,2014-04,66.0
New York,2014-04,183.0
Florida,2014-04,105.0
Illinois,2014-04,113.0
Pennsylvania,2014-04,134.0
Ohio,2014-04,113.0
Michigan,2014-04,110.0
Georgia,2014-04,92.0
North Carolina,2014-04,110.0
New Jersey,2014-04,157.0
Virginia,2014-04,79.0
Washington,2014-04,75.0
Massachusetts,2014-04,86.0
Indiana,2014-04,127.0
Arizona,2014-04,84.0
Tennessee,2014-04,112.0
Missouri,2014-04,93.0
Maryland,2014-04,112.0
Wisconsin,2014-04,139.0
Minnesota,2014-04,103.0
Colorado,2014-04,62.0
Alabama,2014-04,145.0
South Carolina,2014-04,134.0
Louisiana,2014-04,121.0
Kentucky,2014-04,121.0
Oregon,2014-04,72.0
Oklahoma,2014-04,90.0
Connecticut,2014-04,150.0
Iowa,2014-04,121.0
Mississippi,2014-04,115.0
Arkansas,2014-04,118.0
Kansas,2014-04,92.0
Utah,2014-04,84.0
Nevada,2014-04,79.0
New Mexico,2014-04,113.0
West Virginia,2014-04,145.0
Nebraska,2014-04,79.0
Idaho,2014-04,90.0
Hawaii,2014-04,84.0
Maine,2014-04,165.0
New Hampshire,2014-04,150.0
Rhode Island,2014-04,139.5
Montana,2014-04,98.0
Delaware,2014-04,119.0
South Dakota,2014-04,92.0
Alaska,2014-04,72.5
North Dakota,2014-04,72.0
Vermont,2014-04,179.0
District of Columbia,2014-04,56.0
Wyoming,2014-04,78.0
Puerto Rico,2014-04,
California,2014-05,61.0
Texas,2014-05,65.0
New York,2014-05,169.0
Florida,2014-05,102.0
Illinois,2014-05,95.0
Pennsylvania,2014-05,105.0
Ohio,2014-05,95.0
Michigan,2014-05,90.0
Georgia,2014-05,86.0
North Carolina,2014-05,94.0
New Jersey,2014-05,125.0
Virginia,2014-05,75.0
Washington,2014-05,70.0
Massachusetts,2014-05,79.0
Indiana,2014-05,94.0
Arizona,2014-05,86.0
Tennessee,2014-05,95.0
Missouri,2014-05,84.0
Maryland,2014-05,88.0
Wisconsin,2014-05,110.0
Minnesota,2014-05,87.0
Colorado,2014-05,58.0
Alabama,2014-05,116.0
South Carolina,2014-05,116.0
Louisiana,2014-05,101.0
Kentucky,2014-05,103.0
Oregon,2014-05,67.0
Oklahoma,2014-05,83.0
Connecticut,2014-05,112.0
Iowa,2014-05,90.0
Mississippi,2014-05,113.0
Arkansas,2014-05,112.0
Kansas,2014-05,78.0
Utah,2014-05,74.0
Nevada,2014-05,77.0
New Mexico,2014-05,102.0
West Virginia,2014-05,113.0
Nebraska,2014-05,76.0
Idaho,2014-05,73.0
Hawaii,2014-05,85.0
Maine,2014-05,134.0
New Hampshire,2014-05,99.0
Rhode Island,2014-05,107.0
Montana,2014-05,85.0
Delaware,2014-05,120.5
South Dakota,2014-05,74.0
Alaska,2014-05,72.0
North Dakota,2014-05,70.0
Vermont,2014-05,167.0
District of Columbia,2014-05,53.0
Wyoming,2014-05,73.0
Puerto Rico,2014-05,
California,2014-06,62.0
Texas,2014-06,64.0
New York,2014-06,135.0
Florida,2014-06,99.0
Illinois,2014-06,89.0
Pennsylvania,2014-06,94.0
Ohio,2014-06,88.0
Michigan,2014-06,82.0
Georgia,2014-06,86.0
North Carolina,2014-06,95.0
New Jersey,2014-06,111.0
Virginia,2014-06,77.0
Washington,2014-06,67.0
Massachusetts,2014-06,81.0
Indiana,2014-06,89.0
Arizona,2014-06,91.0
Tennessee,2014-06,90.0
Missouri,2014-06,85.0
Maryland,2014-06,89.0
Wisconsin,2014-06,97.0
Minnesota,2014-06,84.0
Colorado,2014-06,58.0
Alabama,2014-06,121.0
South Carolina,2014-06,110.0
Louisiana,2014-06,95.0
Kentucky,2014-06,88.0
Oregon,2014-06,67.0
Oklahoma,2014-06,81.0
Connecticut,2014-06,100.0
Iowa,2014-06,84.0
Mississippi,2014-06,102.0
Arkansas,2014-06,101.0
Kansas,2014-06,76.0
Utah,2014-06,81.0
Nevada,2014-06,76.0
New Mexico,2014-06,96.0
West Virginia,2014-06,93.0
Nebraska,2014-06,73.0
Idaho,2014-06,74.0
Hawaii,2014-06,89.5
Maine,2014-06,90.0
New Hampshire,2014-06,84.0
Rhode Island,2014-06,91.0
Montana,2014-06,75.5
Delaware,2014-06,94.0
South Dakota,2014-06,67.0
Alaska,2014-06,70.0
North Dakota,2014-06,73.0
Vermont,2014-06,107.0
District of Columbia,2014-06,56.0
Wyoming,2014-06,69.0
Puerto Rico,2014-06,
California,2014-07,63.0
Texas,2014-07,63.0
New York,2014-07,125.0
Florida,2014-07,101.0
Illinois,2014-07,92.0
Pennsylvania,2014-07,95.0
Ohio,2014-07,86.0
Michigan,2014-07,82.0
Georgia,2014-07,84.0
North Carolina,2014-07,99.0
New Jersey,2014-07,110.0
Virginia,2014-07,81.0
Washington,2014-07,70.0
Massachusetts,2014-07,78.0
Indiana,2014-07,86.0
Arizona,2014-07,91.0
Tennessee,2014-07,95.0
Missouri,2014-07,86.0
Maryland,2014-07,91.0
Wisconsin,2014-07,93.0
Minnesota,2014-07,84.0
Colorado,2014-07,58.0
Alabama,2014-07,116.0
South Carolina,2014-07,111.0
Louisiana,2014-07,94.0
Kentucky,2014-07,92.0
Oregon,2014-07,69.0
Oklahoma,2014-07,82.0
Connecticut,2014-07,102.0
Iowa,2014-07,84.0
Mississippi,2014-07,106.0
Arkansas,2014-07,104.0
Kansas,2014-07,75.0
Utah,2014-07,78.0
Nevada,2014-07,74.5
New Mexico,2014-07,98.0
West Virginia,2014-07,100.0
Nebraska,2014-07,72.0
Idaho,2014-07,79.0
Hawaii,2014-07,84.0
Maine,2014-07,86.0
New Hampshire,2014-07,86.0
Rhode Island,2014-07,92.0
Montana,2014-07,72.0
Delaware,2014-07,98.0
South Dakota,2014-07,63.0
Alaska,2014-07,76.0
North Dakota,2014-07,70.0
Vermont,2014-07,126.0
District of Columbia,2014-07,60.0
Wyoming,2014-07,71.0
Puerto Rico,2014-07,
California,2014-08,65.0
Texas,2014-08,65.0
New York,2014-08,127.0
Florida,2014-08,100.0
Illinois,2014-08,97.0
Pennsylvania,2014-08,100.0
Ohio,2014-08,88.0
Michigan,2014-08,87.0
Georgia,2014-08,90.0
North Carolina,2014-08,100.0
New Jersey,2014-08,116.0
Virginia,2014-08,89.0
Washington,2014-08,76.0
Massachusetts,2014-08,84.0
Indiana,2014-08,92.0
Arizona,2014-08,94.0
Tennessee,2014-08,95.0
Missouri,2014-08,88.0
Maryland,2014-08,99.0
Wisconsin,2014-08,101.0
Minnesota,2014-08,85.0
Colorado,2014-08,60.0
Alabama,2014-08,115.0
South Carolina,2014-08,114.0
Louisiana,2014-08,92.0
Kentucky,2014-08,95.0
Oregon,2014-08,75.0
Oklahoma,2014-08,85.0
Connecticut,2014-08,111.0
Iowa,2014-08,86.0
Mississippi,2014-08,104.0
Arkansas,2014-08,110.0
Kansas,2014-08,77.0
Utah,2014-08,82.0
Nevada,2014-08,74.0
New Mexico,2014-08,98.5
West Virginia,2014-08,92.0
Nebraska,2014-08,77.0
Idaho,2014-08,89.0
Hawaii,2014-08,86.0
Maine,2014-08,97.0
New Hampshire,2014-08,88.0
Rhode Island,2014-08,93.0
Montana,2014-08,82.5
Delaware,2014-08,103.0
South Dakota,2014-08,76.0
Alaska,2014-08,76.0
North Dakota,2014-08,67.0
Vermont,2014-08,119.0
District of Columbia,2014-08,62.0
