estado,fecha,promedio_dias
Utah,2011-07,109.0
Nevada,2011-07,99.0
New Mexico,2011-07,124.0
West Virginia,2011-07,125.0
Nebraska,2011-07,104.0
Idaho,2011-07,96.0
Hawaii,2011-07,110.5
Maine,2011-07,102.0
New Hampshire,2011-07,101.0
Rhode Island,2011-07,118.0
Montana,2011-07,80.0
Delaware,2011-07,124.0
South Dakota,2011-07,70.0
Alaska,2011-07,88.0
North Dakota,2011-07,99.0
Vermont,2011-07,131.0
District of Columbia,2011-07,84.0
Wyoming,2011-07,74.0
Puerto Rico,2011-07,
California,2011-08,96.0
Texas,2011-08,110.0
New York,2011-08,140.0
Florida,2011-08,125.0
Illinois,2011-08,132.0
Pennsylvania,2011-08,120.0
Ohio,2011-08,121.0
Michigan,2011-08,105.0
Georgia,2011-08,129.0
North Carolina,2011-08,138.0
New Jersey,2011-08,145.0
Virginia,2011-08,101.0
Washington,2011-08,109.0
Massachusetts,2011-08,111.0
Indiana,2011-08,127.0
Arizona,2011-08,93.0
Tennessee,2011-08,125.0
Missouri,2011-08,111.0
Maryland,2011-08,129.0
Wisconsin,2011-08,122.0
Minnesota,2011-08,106.0
Colorado,2011-08,101.0
Alabama,2011-08,137.0
South Carolina,2011-08,146.0
Louisiana,2011-08,103.0
Kentucky,2011-08,101.0
Oregon,2011-08,113.0
Oklahoma,2011-08,111.0
Connecticut,2011-08,120.0
Iowa,2011-08,115.0
Mississippi,2011-08,132.0
Arkansas,2011-08,119.0
Kansas,2011-08,110.0
Utah,2011-08,109.0
Nevada,2011-08,102.0
New Mexico,2011-08,122.0
West Virginia,2011-08,125.0
Nebraska,2011-08,102.0
Idaho,2011-08,93.5
Hawaii,2011-08,106.0
Maine,2011-08,115.0
New Hampshire,2011-08,109.5
Rhode Island,2011-08,116.0
Montana,2011-08,93.5
Delaware,2011-08,129.0
South Dakota,2011-08,103.0
Alaska,2011-08,95.0
North Dakota,2011-08,91.0
Vermont,2011-08,131.0
District of Columbia,2011-08,96.0
Wyoming,2011-08,79.0
Puerto Rico,2011-08,
California,2011-09,97.0
Texas,2011-09,112.0
New York,2011-09,153.0
Florida,2011-09,120.0
Illinois,2011-09,138.0
Pennsylvania,2011-09,128.0
Ohio,2011-09,125.0
Michigan,2011-09,109.0
Georgia,2011-09,132.0
North Carolina,2011-09,148.0
New Jersey,2011-09,161.0
Virginia,2011-09,110.0
Washington,2011-09,110.0
Massachusetts,2011-09,126.0
Indiana,2011-09,134.0
Arizona,2011-09,91.0
Tennessee,2011-09,134.0
Missouri,2011-09,119.5
Maryland,2011-09,135.0
Wisconsin,2011-09,126.0
Minnesota,2011-09,117.0
Colorado,2011-09,108.0
Alabama,2011-09,139.0
South Carolina,2011-09,158.0
Louisiana,2011-09,111.5
Kentucky,2011-09,114.0
Oregon,2011-09,114.0
Oklahoma,2011-09,110.0
Connecticut,2011-09,136.0
Iowa,2011-09,124.0
Mississippi,2011-09,130.0
Arkansas,2011-09,131.0
Kansas,2011-09,109.0
Utah,2011-09,108.0
Nevada,2011-09,109.0
New Mexico,2011-09,119.5
West Virginia,2011-09,120.0
Nebraska,2011-09,107.0
Idaho,2011-09,102.0
Hawaii,2011-09,97.0
Maine,2011-09,121.0
New Hampshire,2011-09,138.5
Rhode Island,2011-09,142.0
Montana,2011-09,100.0
Delaware,2011-09,151.0
South Dakota,2011-09,123.0
Alaska,2011-09,97.0
North Dakota,2011-09,110.0
Vermont,2011-09,156.5
District of Columbia,2011-09,97.0
Wyoming,2011-09,82.0
Puerto Rico,2011-09,
California,2011-10,101.0
Texas,2011-10,118.0
New York,2011-10,159.0
Florida,2011-10,124.0
Illinois,2011-10,143.0
Pennsylvania,2011-10,137.0
Ohio,2011-10,131.0
Michigan,2011-10,113.0
Georgia,2011-10,134.0
North Carolina,2011-10,152.0
New Jersey,2011-10,170.0
Virginia,2011-10,115.0
Washington,2011-10,116.0
Massachusetts,2011-10,131.0
Indiana,2011-10,136.0
Arizona,2011-10,92.0
Tennessee,2011-10,136.0
Missouri,2011-10,123.0
Maryland,2011-10,145.0
Wisconsin,2011-10,138.0
Minnesota,2011-10,126.0
Colorado,2011-10,110.0
Alabama,2011-10,137.0
South Carolina,2011-10,156.0
Louisiana,2011-10,113.0
Kentucky,2011-10,126.0
Oregon,2011-10,119.0
Oklahoma,2011-10,115.0
Connecticut,2011-10,142.0
Iowa,2011-10,121.0
Mississippi,2011-10,131.0
Arkansas,2011-10,127.0
Kansas,2011-10,115.0
Utah,2011-10,115.0
Nevada,2011-10,109.0
New Mexico,2011-10,125.0
West Virginia,2011-10,127.0
Nebraska,2011-10,114.0
Idaho,2011-10,98.0
Hawaii,2011-10,103.0
Maine,2011-10,144.0
New Hampshire,2011-10,137.0
Rhode Island,2011-10,140.5
Montana,2011-10,109.0
Delaware,2011-10,144.0
South Dakota,2011-10,137.0
Alaska,2011-10,101.0
North Dakota,2011-10,133.0
Vermont,2011-10,129.0
District of Columbia,2011-10,97.5
Wyoming,2011-10,85.0
Puerto Rico,2011-10,
California,2011-11,102.0
Texas,2011-11,121.0
New York,2011-11,172.0
Florida,2011-11,123.0
Illinois,2011-11,144.0
Pennsylvania,2011-11,139.0
Ohio,2011-11,132.0
Michigan,2011-11,118.0
Georgia,2011-11,127.0
North Carolina,2011-11,159.0
New Jersey,2011-11,179.0
Virginia,2011-11,118.0
Washington,2011-11,121.0
Massachusetts,2011-11,127.0
Indiana,2011-11,143.0
Arizona,2011-11,92.0
Tennessee,2011-11,142.0
Missouri,2011-11,123.0
Maryland,2011-11,142.0
Wisconsin,2011-11,144.0
Minnesota,2011-11,129.5
Colorado,2011-11,118.0
Alabama,2011-11,138.0
South Carolina,2011-11,154.0
Louisiana,2011-11,117.0
Kentucky,2011-11,117.0
Oregon,2011-11,124.0
Oklahoma,2011-11,126.0
Connecticut,2011-11,150.0
Iowa,2011-11,126.0
Mississippi,2011-11,124.0
Arkansas,2011-11,129.0
Kansas,2011-11,115.0
Utah,2011-11,112.0
Nevada,2011-11,114.0
New Mexico,2011-11,147.0
West Virginia,2011-11,121.0
Nebraska,2011-11,123.0
Idaho,2011-11,107.0
Hawaii,2011-11,118.0
Maine,2011-11,153.0
New Hampshire,2011-11,146.0
Rhode Island,2011-11,159.0
Montana,2011-11,119.0
Delaware,2011-11,152.0
South Dakota,2011-11,123.0
Alaska,2011-11,127.0
North Dakota,2011-11,91.0
Vermont,2011-11,186.0
District of Columbia,2011-11,92.0
Wyoming,2011-11,84.5
Puerto Rico,2011-11,
California,2011-12,105.0
Texas,2011-12,124.0
New York,2011-12,177.0
Florida,2011-12,120.0
Illinois,2011-12,143.0
Pennsylvania,2011-12,146.0
Ohio,2011-12,132.0
Michigan,2011-12,119.0
Georgia,2011-12,126.0
North Carolina,2011-12,155.0
New Jersey,2011-12,182.0
Virginia,2011-12,120.0
Washington,2011-12,123.0
Massachusetts,2011-12,133.0
Indiana,2011-12,142.5
Arizona,2011-12,93.0
Tennessee,2011-12,144.0
Missouri,2011-12,123.0
Maryland,2011-12,147.0
Wisconsin,2011-12,147.0
Minnesota,2011-12,129.0
Colorado,2011-12,117.0
Alabama,2011-12,137.0
South Carolina,2011-12,154.0
Louisiana,2011-12,108.0
Kentucky,2011-12,125.0
Oregon,2011-12,124.0
Oklahoma,2011-12,130.0
Connecticut,2011-12,151.0
Iowa,2011-12,125.0
Mississippi,2011-12,130.0
Arkansas,2011-12,139.0
Kansas,2011-12,122.0
Utah,2011-12,109.0
Nevada,2011-12,118.0
New Mexico,2011-12,139.0
West Virginia,2011-12,144.0
Nebraska,2011-12,131.0
Idaho,2011-12,100.0
Hawaii,2011-12,118.0
Maine,2011-12,152.0
New Hampshire,2011-12,149.0
Rhode Island,2011-12,154.0
Montana,2011-12,114.0
Delaware,2011-12,148.0
South Dakota,2011-12,136.0
Alaska,2011-12,127.0
North Dakota,2011-12,112.0
Vermont,2011-12,204.0
District of Columbia,2011-12,89.0
Wyoming,2011-12,103.0
Puerto Rico,2011-12,
California,2012-01,110.0
Texas,2012-01,126.0
New York,2012-01,189.0
Florida,2012-01,125.0
Illinois,2012-01,144.0
Pennsylvania,2012-01,155.0
Ohio,2012-01,136.0
Michigan,2012-01,121.0
Georgia,2012-01,127.0
North Carolina,2012-01,158.0
New Jersey,2012-01,192.0
Virginia,2012-01,125.0
Washington,2012-01,127.0
Massachusetts,2012-01,141.0
Indiana,2012-01,141.0
Arizona,2012-01,100.0
Tennessee,2012-01,144.0
Missouri,2012-01,129.0
Maryland,2012-01,150.0
Wisconsin,2012-01,152.0
Minnesota,2012-01,133.0
Colorado,2012-01,120.0
Alabama,2012-01,125.0
South Carolina,2012-01,154.5
Louisiana,2012-01,118.0
Kentucky,2012-01,131.0
Oregon,2012-01,118.0
Oklahoma,2012-01,123.0
Connecticut,2012-01,165.0
Iowa,2012-01,134.0
Mississippi,2012-01,111.0
Arkansas,2012-01,142.0
Kansas,2012-01,120.5
Utah,2012-01,116.0
Nevada,2012-01,115.0
New Mexico,2012-01,138.0
West Virginia,2012-01,143.0
Nebraska,2012-01,132.0
Idaho,2012-01,114.0
Hawaii,2012-01,136.0
Maine,2012-01,149.0
New Hampshire,2012-01,158.0
Rhode Island,2012-01,154.0
Montana,2012-01,119.0
Delaware,2012-01,149.0
South Dakota,2012-01,137.5
Alaska,2012-01,132.5
North Dakota,2012-01,137.0
Vermont,2012-01,190.0
District of Columbia,2012-01,115.0
Wyoming,2012-01,82.0
Puerto Rico,2012-01,
California,2012-02,108.0
Texas,2012-02,124.0
New York,2012-02,199.0
Florida,2012-02,124.0
Illinois,2012-02,147.5
Pennsylvania,2012-02,152.0
Ohio,2012-02,138.0
Michigan,2012-02,115.0
Georgia,2012-02,129.0
North Carolina,2012-02,157.0
New Jersey,2012-02,197.0
Virginia,2012-02,127.5
Washington,2012-02,131.0
Massachusetts,2012-02,147.0
Indiana,2012-02,138.0
Arizona,2012-02,104.0
Tennessee,2012-02,146.0
Missouri,2012-02,129.0
Maryland,2012-02,145.0
Wisconsin,2012-02,146.0
Minnesota,2012-02,133.0
Colorado,2012-02,115.0
Alabama,2012-02,139.0
South Carolina,2012-02,157.0
Louisiana,2012-02,117.0
Kentucky,2012-02,132.0
Oregon,2012-02,119.0
Oklahoma,2012-02,131.0
Connecticut,2012-02,166.0
Iowa,2012-02,136.0
Mississippi,2012-02,131.0
Arkansas,2012-02,156.0
Kansas,2012-02,131.0
Utah,2012-02,116.0
Nevada,2012-02,117.0
New Mexico,2012-02,148.0
West Virginia,2012-02,132.0
Nebraska,2012-02,127.0
Idaho,2012-02,104.0
Hawaii,2012-02,122.0
Maine,2012-02,182.0
New Hampshire,2012-02,171.5
Rhode Island,2012-02,158.0
Montana,2012-02,136.5
Delaware,2012-02,156.0
South Dakota,2012-02,156.5
Alaska,2012-02,145.0
North Dakota,2012-02,134.0
Vermont,2012-02,241.0
District of Columbia,2012-02,111.5
Wyoming,2012-02,89.0
Puerto Rico,2012-02,
California,2012-03,104.0
Texas,2012-03,118.0
New York,2012-03,204.0
Florida,2012-03,124.0
Illinois,2012-03,152.0
Pennsylvania,2012-03,158.0
Ohio,2012-03,143.0
Michigan,2012-03,116.0
Georgia,2012-03,130.0
North Carolina,2012-03,154.0
New Jersey,2012-03,194.0
Virginia,2012-03,121.0
Washington,2012-03,132.0
Massachusetts,2012-03,161.0
Indiana,2012-03,142.0
Arizona,2012-03,95.0
Tennessee,2012-03,146.0
Missouri,2012-03,129.0
Maryland,2012-03,148.0
Wisconsin,2012-03,154.0
Minnesota,2012-03,132.0
Colorado,2012-03,111.0
Alabama,2012-03,139.0
South Carolina,2012-03,162.0
Louisiana,2012-03,123.5
Kentucky,2012-03,144.0
Oregon,2012-03,123.0
Oklahoma,2012-03,135.0
Connecticut,2012-03,166.0
Iowa,2012-03,151.0
Mississippi,2012-03,126.0
Arkansas,2012-03,152.0
Kansas,2012-03,132.0
Utah,2012-03,105.0
Nevada,2012-03,107.0
New Mexico,2012-03,135.0
West Virginia,2012-03,139.5
Nebraska,2012-03,126.0
Idaho,2012-03,103.0
Hawaii,2012-03,116.0
Maine,2012-03,176.0
New Hampshire,2012-03,167.0
Rhode Island,2012-03,160.0
Montana,2012-03,142.0
Delaware,2012-03,147.5
South Dakota,2012-03,156.5
Alaska,2012-03,134.5
North Dakota,2012-03,132.0
Vermont,2012-03,182.0
District of Columbia,2012-03,95.0
Wyoming,2012-03,94.0
Puerto Rico,2012-03,
California,2012-04,89.0
Texas,2012-04,95.0
New York,2012-04,201.0
Florida,2012-04,120.0
Illinois,2012-04,146.0
Pennsylvania,2012-04,156.0
Ohio,2012-04,138.0
Michigan,2012-04,111.0
Georgia,2012-04,116.0
North Carolina,2012-04,149.0
New Jersey,2012-04,187.0
Virginia,2012-04,97.0
Washington,2012-04,112.0
Massachusetts,2012-04,127.0
Indiana,2012-04,136.0
Arizona,2012-04,90.0
Tennessee,2012-04,132.0
Missouri,2012-04,111.0
Maryland,2012-04,144.0
Wisconsin,2012-04,153.0
Minnesota,2012-04,126.0
Colorado,2012-04,92.0
Alabama,2012-04,131.0
South Carolina,2012-04,153.0
Louisiana,2012-04,114.0
Kentucky,2012-04,116.0
Oregon,2012-04,106.0
Oklahoma,2012-04,117.0
Connecticut,2012-04,157.5
Iowa,2012-04,133.0
Mississippi,2012-04,99.0
Arkansas,2012-04,125.0
Kansas,2012-04,108.0
Utah,2012-04,93.0
Nevada,2012-04,99.0
New Mexico,2012-04,136.0
West Virginia,2012-04,117.0
Nebraska,2012-04,111.5
Idaho,2012-04,84.0
Hawaii,2012-04,106.5
Maine,2012-04,174.0
New Hampshire,2012-04,136.0
Rhode Island,2012-04,168.0
Montana,2012-04,103.0
Delaware,2012-04,137.0
South Dakota,2012-04,114.0
Alaska,2012-04,126.5
North Dakota,2012-04,139.0
Vermont,2012-04,168.0
District of Columbia,2012-04,80.0
Wyoming,2012-04,89.0
Puerto Rico,2012-04,
California,2012-05,84.0
Texas,2012-05,90.0
New York,2012-05,189.0
Florida,2012-05,116.0
Illinois,2012-05,124.0
Pennsylvania,2012-05,127.0
Ohio,2012-05,117.0
Michigan,2012-05,103.0
Georgia,2012-05,103.0
North Carolina,2012-05,117.0
New Jersey,2012-05,175.0
Virginia,2012-05,88.0
Washington,2012-05,97.0
Massachusetts,2012-05,99.0
Indiana,2012-05,111.0
Arizona,2012-05,90.0
Tennessee,2012-05,116.0
Missouri,2012-05,101.0
Maryland,2012-05,107.0
Wisconsin,2012-05,133.0
Minnesota,2012-05,107.0
Colorado,2012-05,81.0
Alabama,2012-05,123.0
South Carolina,2012-05,139.0
Louisiana,2012-05,101.0
Kentucky,2012-05,101.0
Oregon,2012-05,97.0
Oklahoma,2012-05,102.0
Connecticut,2012-05,128.0
Iowa,2012-05,107.0
Mississippi,2012-05,113.0
Arkansas,2012-05,114.0
Kansas,2012-05,95.0
Utah,2012-05,85.0
Nevada,2012-05,97.0
New Mexico,2012-05,109.0
West Virginia,2012-05,106.0
Nebraska,2012-05,98.0
Idaho,2012-05,85.0
Hawaii,2012-05,97.0
Maine,2012-05,132.0
New Hampshire,2012-05,119.0
Rhode Island,2012-05,122.0
Montana,2012-05,107.0
Delaware,2012-05,129.5
South Dakota,2012-05,112.0
Alaska,2012-05,88.0
North Dakota,2012-05,97.0
Vermont,2012-05,200.0
District of Columbia,2012-05,75.0
Wyoming,2012-05,84.0
Puerto Rico,2012-05,
California,2012-06,83.0
Texas,2012-06,89.0
New York,2012-06,146.0
Florida,2012-06,118.0
Illinois,2012-06,115.0
Pennsylvania,2012-06,116.0
Ohio,2012-06,105.0
Michigan,2012-06,97.0
Georgia,2012-06,107.0
North Carolina,2012-06,114.0
New Jersey,2012-06,145.0
Virginia,2012-06,89.0
Washington,2012-06,91.0
Massachusetts,2012-06,98.0
Indiana,2012-06,105.0
Arizona,2012-06,88.0
Tennessee,2012-06,109.0
Missouri,2012-06,98.0
Maryland,2012-06,109.0
Wisconsin,2012-06,119.0
Minnesota,2012-06,105.0
Colorado,2012-06,80.0
Alabama,2012-06,117.0
South Carolina,2012-06,139.0
Louisiana,2012-06,100.0
Kentucky,2012-06,103.0
Oregon,2012-06,91.0
Oklahoma,2012-06,100.0
Connecticut,2012-06,118.0
Iowa,2012-06,105.0
Mississippi,2012-06,111.0
Arkansas,2012-06,106.5
Kansas,2012-06,95.0
Utah,2012-06,82.0
Nevada,2012-06,104.0
New Mexico,2012-06,100.5
West Virginia,2012-06,95.0
Nebraska,2012-06,93.5
Idaho,2012-06,79.0
Hawaii,2012-06,110.0
Maine,2012-06,104.0
New Hampshire,2012-06,107.0
Rhode Island,2012-06,122.0
Montana,2012-06,87.0
Delaware,2012-06,111.0
South Dakota,2012-06,118.0
Alaska,2012-06,78.0
North Dakota,2012-06,89.0
Vermont,2012-06,182.0
District of Columbia,2012-06,76.0
Wyoming,2012-06,82.0
Puerto Rico,2012-06,
California,2012-07,83.0
Texas,2012-07,90.0
New York,2012-07,142.0
Florida,2012-07,119.0
Illinois,2012-07,116.0
Pennsylvania,2012-07,116.0
Ohio,2012-07,109.0
Michigan,2012-07,97.0
Georgia,2012-07,105.0
North Carolina,2012-07,118.0
New Jersey,2012-07,140.0
Virginia,2012-07,91.0
Washington,2012-07,88.0
Massachusetts,2012-07,99.0
Indiana,2012-07,111.0
Arizona,2012-07,86.0
Tennessee,2012-07,113.0
Missouri,2012-07,102.0
Maryland,2012-07,110.0
Wisconsin,2012-07,118.0
Minnesota,2012-07,105.0
Colorado,2012-07,79.0
Alabama,2012-07,117.0
South Carolina,2012-07,128.0
Louisiana,2012-07,103.0
Kentucky,2012-07,102.0
Oregon,2012-07,89.0
Oklahoma,2012-07,100.0
Connecticut,2012-07,124.0
Iowa,2012-07,108.0
Mississippi,2012-07,112.0
Arkansas,2012-07,107.0
Kansas,2012-07,100.0
Utah,2012-07,86.0
Nevada,2012-07,107.0
New Mexico,2012-07,90.0
West Virginia,2012-07,101.0
Nebraska,2012-07,96.0
Idaho,2012-07,85.0
Hawaii,2012-07,105.5
Maine,2012-07,111.0
New Hampshire,2012-07,104.0
Rhode Island,2012-07,119.5
Montana,2012-07,89.0
Delaware,2012-07,123.0
South Dakota,2012-07,94.0
Alaska,2012-07,80.0
North Dakota,2012-07,88.0
Vermont,2012-07,121.0
District of Columbia,2012-07,76.0
Wyoming,2012-07,74.0
Puerto Rico,2012-07,
California,2012-08,84.0
Texas,2012-08,92.0
New York,2012-08,145.0
Florida,2012-08,116.0
Illinois,2012-08,118.0
Pennsylvania,2012-08,117.0
Ohio,2012-08,112.0
Michigan,2012-08,101.0
Georgia,2012-08,107.0
North Carolina,2012-08,122.0
New Jersey,2012-08,142.0
Virginia,2012-08,96.0
Washington,2012-08,91.0
Massachusetts,2012-08,103.0
Indiana,2012-08,115.0
Arizona,2012-08,84.0
Tennessee,2012-08,117.0
Missouri,2012-08,106.0
Maryland,2012-08,118.0
Wisconsin,2012-08,123.0
Minnesota,2012-08,106.0
Colorado,2012-08,82.0
Alabama,2012-08,121.0
South Carolina,2012-08,131.0
Louisiana,2012-08,106.0
Kentucky,2012-08,104.0
Oregon,2012-08,91.0
Oklahoma,2012-08,103.0
Connecticut,2012-08,128.0
Iowa,2012-08,107.0
Mississippi,2012-08,119.0
Arkansas,2012-08,114.0
Kansas,2012-08,108.0
Utah,2012-08,90.0
Nevada,2012-08,105.0
New Mexico,2012-08,93.0
West Virginia,2012-08,105.0
Nebraska,2012-08,98.0
Idaho,2012-08,84.0
Hawaii,2012-08,93.0
Maine,2012-08,117.0
New Hampshire,2012-08,120.0
Rhode Island,2012-08,127.0
Montana,2012-08,86.0
Delaware,2012-08,120.5
South Dakota,2012-08,104.0
Alaska,2012-08,84.0
North Dakota,2012-08,82.0
Vermont,2012-08,139.0
District of Columbia,2012-08,79.0
Wyoming,2012-08,81.5
Puerto Rico,2012-08,
California,2012-09,84.0
Texas,2012-09,95.0
New York,2012-09,156.0
Florida,2012-09,118.0
Illinois,2012-09,119.0
Pennsylvania,2012-09,120.0
Ohio,2012-09,117.0
Michigan,2012-09,106.0
Georgia,2012-09,106.0
North Carolina,2012-09,126.0
New Jersey,2012-09,150.0
Virginia,2012-09,101.0
Washington,2012-09,96.0
Massachusetts,2012-09,111.0
Indiana,2012-09,120.0
Arizona,2012-09,84.0
Tennessee,2012-09,115.0
Missouri,2012-09,107.0
Maryland,2012-09,126.0
Wisconsin,2012-09,126.0
Minnesota,2012-09,108.0
Colorado,2012-09,81.0
Alabama,2012-09,130.0
South Carolina,2012-09,137.0
Louisiana,2012-09,113.0
Kentucky,2012-09,110.0
Oregon,2012-09,95.0
Oklahoma,2012-09,105.0
Connecticut,2012-09,137.0
Iowa,2012-09,108.0
Mississippi,2012-09,117.0
Arkansas,2012-09,119.0
Kansas,2012-09,108.0
Utah,2012-09,94.0
Nevada,2012-09,105.0
New Mexico,2012-09,101.0
West Virginia,2012-09,113.0
Nebraska,2012-09,101.0
Idaho,2012-09,89.0
Hawaii,2012-09,95.0
Maine,2012-09,127.5
New Hampshire,2012-09,126.0
Rhode Island,2012-09,130.0
Montana,2012-09,100.0
Delaware,2012-09,123.5
South Dakota,2012-09,90.5
Alaska,2012-09,90.0
North Dakota,2012-09,94.5
Vermont,2012-09,137.0
District of Columbia,2012-09,90.0
Wyoming,2012-09,76.0
Puerto Rico,2012-09,
California,2012-10,83.0
Texas,2012-10,99.0
New York,2012-10,164.0
Florida,2012-10,110.0
Illinois,2012-10,124.0
Pennsylvania,2012-10,126.0
Ohio,2012-10,120.0
Michigan,2012-10,110.0
Georgia,2012-10,106.0
North Carolina,2012-10,129.0
New Jersey,2012-10,156.0
Virginia,2012-10,104.0
Washington,2012-10,99.0
Massachusetts,2012-10,113.0
Indiana,2012-10,121.0
Arizona,2012-10,86.0
Tennessee,2012-10,120.0
Missouri,2012-10,112.0
Maryland,2012-10,126.0
Wisconsin,2012-10,130.0
Minnesota,2012-10,103.0
Colorado,2012-10,85.0
Alabama,2012-10,130.0
South Carolina,2012-10,145.0
Louisiana,2012-10,114.0
Kentucky,2012-10,108.0
Oregon,2012-10,101.0
Oklahoma,2012-10,107.0
Connecticut,2012-10,144.0
Iowa,2012-10,116.0
Mississippi,2012-10,123.0
Arkansas,2012-10,119.0
Kansas,2012-10,110.0
Utah,2012-10,106.0
Nevada,2012-10,104.0
New Mexico,2012-10,115.0
West Virginia,2012-10,113.0
Nebraska,2012-10,104.0
Idaho,2012-10,93.0
Hawaii,2012-10,93.5
Maine,2012-10,113.0
New Hampshire,2012-10,136.0
Rhode Island,2012-10,127.0
Montana,2012-10,102.0
Delaware,2012-10,138.0
South Dakota,2012-10,112.0
Alaska,2012-10,98.0
North Dakota,2012-10,81.0
Vermont,2012-10,148.0
District of Columbia,2012-10,77.0
Wyoming,2012-10,83.0
Puerto Rico,2012-10,
California,2012-11,82.0
Texas,2012-11,101.0
New York,2012-11,173.0
Florida,2012-11,110.0
Illinois,2012-11,126.0
Pennsylvania,2012-11,125.0
Ohio,2012-11,121.0
Michigan,2012-11,118.0
Georgia,2012-11,111.0
North Carolina,2012-11,132.0
New Jersey,2012-11,166.0
Virginia,2012-11,103.0
Washington,2012-11,105.0
Massachusetts,2012-11,112.0
Indiana,2012-11,123.0
Arizona,2012-11,86.0
Tennessee,2012-11,123.0
Missouri,2012-11,114.0
Maryland,2012-11,128.0
Wisconsin,2012-11,131.0
Minnesota,2012-11,103.0
Colorado,2012-11,88.0
Alabama,2012-11,140.0
South Carolina,2012-11,145.0
Louisiana,2012-11,122.0
Kentucky,2012-11,112.0
Oregon,2012-11,106.0
Oklahoma,2012-11,115.0
Connecticut,2012-11,144.0
Iowa,2012-11,121.0
Mississippi,2012-11,118.0
Arkansas,2012-11,117.0
Kansas,2012-11,111.0
Utah,2012-11,113.0
Nevada,2012-11,107.0
New Mexico,2012-11,115.0
West Virginia,2012-11,110.0
Nebraska,2012-11,104.0
Idaho,2012-11,99.5
Hawaii,2012-11,106.0
Maine,2012-11,135.0
New Hampshire,2012-11,132.0
Rhode Island,2012-11,137.0
Montana,2012-11,107.0
Delaware,2012-11,129.0
South Dakota,2012-11,94.5
Alaska,2012-11,106.0
North Dakota,2012-11,87.0
Vermont,2012-11,166.0
District of Columbia,2012-11,70.0
Wyoming,2012-11,90.5
Puerto Rico,2012-11,
California,2012-12,85.0
Texas,2012-12,104.0
New York,2012-12,184.0
Florida,2012-12,113.0
Illinois,2012-12,133.0
Pennsylvania,2012-12,129.0
Ohio,2012-12,124.0
Michigan,2012-12,115.0
Georgia,2012-12,116.0
North Carolina,2012-12,135.0
New Jersey,2012-12,175.0
Virginia,2012-12,108.0
Washington,2012-12,112.0
Massachusetts,2012-12,113.0
Indiana,2012-12,131.0
Arizona,2012-12,93.0
Tennessee,2012-12,131.0
Missouri,2012-12,113.0
Maryland,2012-12,131.0
Wisconsin,2012-12,138.0
Minnesota,2012-12,108.0
Colorado,2012-12,93.0
Alabama,2012-12,141.0
South Carolina,2012-12,144.0
Louisiana,2012-12,126.0
Kentucky,2012-12,115.0
Oregon,2012-12,121.0
Oklahoma,2012-12,116.0
Connecticut,2012-12,152.0
Iowa,2012-12,129.0
Mississippi,2012-12,125.0
Arkansas,2012-12,124.0
Kansas,2012-12,114.0
Utah,2012-12,114.0
Nevada,2012-12,112.0
New Mexico,2012-12,122.0
West Virginia,2012-12,128.0
Nebraska,2012-12,107.0
Idaho,2012-12,106.0
Hawaii,2012-12,97.0
Maine,2012-12,163.0
New Hampshire,2012-12,149.0
Rhode Island,2012-12,155.0
Montana,2012-12,112.0
Delaware,2012-12,111.0
South Dakota,2012-12,92.0
Alaska,2012-12,121.0
North Dakota,2012-12,94.0
Vermont,2012-12,165.0
District of Columbia,2012-12,83.0
Wyoming,2012-12,91.0
Puerto Rico,2012-12,
California,2013-01,91.0
Texas,2013-01,108.0
New York,2013-01,195.0
Florida,2013-01,117.0
Illinois,2013-01,137.0
Pennsylvania,2013-01,140.0
Ohio,2013-01,129.0
Michigan,2013-01,120.0
Georgia,2013-01,123.0
North Carolina,2013-01,139.0
New Jersey,2013-01,183.0
Virginia,2013-01,117.0
Washington,2013-01,120.0
Massachusetts,2013-01,128.0
Indiana,2013-01,128.0
Arizona,2013-01,97.0
Tennessee,2013-01,132.0
Missouri,2013-01,118.0
Maryland,2013-01,134.0
Wisconsin,2013-01,143.0
Minnesota,2013-01,118.0
Colorado,2013-01,100.0
Alabama,2013-01,137.0
South Carolina,2013-01,149.0
Louisiana,2013-01,127.0
Kentucky,2013-01,118.0
Oregon,2013-01,127.0
Oklahoma,2013-01,120.0
Connecticut,2013-01,153.0
Iowa,2013-01,138.0
Mississippi,2013-01,138.5
Arkansas,2013-01,133.0
Kansas,2013-01,117.0
Utah,2013-01,123.0
Nevada,2013-01,117.0
New Mexico,2013-01,133.0
West Virginia,2013-01,123.0
Nebraska,2013-01,116.0
Idaho,2013-01,111.0
Hawaii,2013-01,107.0
Maine,2013-01,138.0
New Hampshire,2013-01,157.0
Rhode Island,2013-01,147.0
Montana,2013-01,127.0
Delaware,2013-01,120.0
South Dakota,2013-01,104.0
Alaska,2013-01,136.5
North Dakota,2013-01,114.0
Vermont,2013-01,186.5
District of Columbia,2013-01,95.0
Wyoming,2013-01,89.0
Puerto Rico,2013-01,
California,2013-02,85.0
Texas,2013-02,109.0
New York,2013-02,200.0
Florida,2013-02,118.0
Illinois,2013-02,139.0
Pennsylvania,2013-02,144.0
Ohio,2013-02,133.0
Michigan,2013-02,120.0
Georgia,2013-02,124.0
North Carolina,2013-02,141.0
New Jersey,2013-02,184.0
Virginia,2013-02,120.0
Washington,2013-02,121.0
Massachusetts,2013-02,140.0
Indiana,2013-02,135.0
Arizona,2013-02,98.0
