ID_Estado,Fecha,Año,Mes,Tipo_Propiedad,Precio,Tasa_Desempleo,Clasificacion
CA,2010-02,2010,2,1Bedroom,231512.0,12.6,Critico
CA,2010-03,2010,3,1Bedroom,230640.0,12.6,Critico
CA,2010-04,2010,4,1Bedroom,230508.0,12.5,Critico
CA,2010-05,2010,5,1Bedroom,230649.0,12.5,Critico
CA,2010-06,2010,6,1Bedroom,229228.0,12.4,Critico
CA,2010-07,2010,7,1Bedroom,227264.0,12.3,Critico
CA,2010-08,2010,8,1Bedroom,225162.0,12.4,Critico
CA,2010-09,2010,9,1Bedroom,223295.0,12.4,Critico
CA,2010-10,2010,10,1Bedroom,221244.0,12.4,Critico
CA,2010-11,2010,11,1Bedroom,218563.0,12.4,Critico
CA,2010-12,2010,12,1Bedroom,216192.0,12.4,Critico
CA,2011-01,2011,1,1Bedroom,214229.0,12.3,Critico
CA,2011-02,2011,2,1Bedroom,212749.0,12.2,Critico
CA,2011-03,2011,3,1Bedroom,210900.0,12.1,Critico
CA,2011-04,2011,4,1Bedroom,208812.0,12.0,Critico
CA,2011-05,2011,5,1Bedroom,206043.0,12.0,Critico
CA,2011-06,2011,6,1Bedroom,204318.0,12.0,Critico
CA,2011-07,2011,7,1Bedroom,202940.0,12.0,Critico
CA,2011-08,2011,8,1Bedroom,201518.0,11.9,Critico
CA,2011-09,2011,9,1Bedroom,199927.0,11.8,Critico
CA,2011-10,2011,10,1Bedroom,198290.0,11.6,Critico
CA,2011-11,2011,11,1Bedroom,197676.0,11.5,Critico
CA,2011-12,2011,12,1Bedroom,196752.0,11.3,Critico
CA,2012-01,2012,1,1Bedroom,196095.0,11.2,Critico
CA,2012-02,2012,2,1Bedroom,195513.0,11.0,Critico
CA,2012-03,2012,3,1Bedroom,195422.0,11.0,Critico
CA,2012-04,2012,4,1Bedroom,195808.0,10.9,Critico
CA,2012-05,2012,5,1Bedroom,196972.0,10.8,Critico
CA,2012-06,2012,6,1Bedroom,198462.0,10.7,Critico
CA,2012-07,2012,7,1Bedroom,200195.0,10.5,Critico
CA,2012-08,2012,8,1Bedroom,202267.0,10.3,Critico
CA,2012-09,2012,9,1Bedroom,204645.0,10.2,Critico
CA,2012-10,2012,10,1Bedroom,207728.0,10.0,Critico
CA,2012-11,2012,11,1Bedroom,210711.0,9.9,Critico
CA,2012-12,2012,12,1Bedroom,214514.0,9.8,Critico
CA,2013-01,2013,1,1Bedroom,218525.0,9.7,Critico
CA,2013-02,2013,2,1Bedroom,222985.0,9.5,Critico
CA,2013-03,2013,3,1Bedroom,228103.0,9.4,Critico
CA,2013-04,2013,4,1Bedroom,233753.0,9.3,Critico
CA,2013-05,2013,5,1Bedroom,239646.0,9.2,Critico
CA,2013-06,2013,6,1Bedroom,245550.0,9.1,Critico
CA,2013-07,2013,7,1Bedroom,251245.0,9.0,Critico
CA,2013-08,2013,8,1Bedroom,257136.0,8.9,Critico
CA,2013-09,2013,9,1Bedroom,262337.0,8.8,Critico
CA,2013-10,2013,10,1Bedroom,266748.0,8.6,Critico
CA,2013-11,2013,11,1Bedroom,270527.0,8.5,Critico
CA,2013-12,2013,12,1Bedroom,273867.0,8.4,Critico
CA,2014-01,2014,1,1Bedroom,277177.0,8.2,Critico
CA,2014-02,2014,2,1Bedroom,280132.0,8.1,Critico
CA,2014-03,2014,3,1Bedroom,281918.0,8.0,Critico
CA,2014-04,2014,4,1Bedroom,283098.0,7.8,Critico
CA,2014-05,2014,5,1Bedroom,283762.0,7.7,Critico
CA,2014-06,2014,6,1Bedroom,284623.0,7.6,Critico
CA,2014-07,2014,7,1Bedroom,285995.0,7.5,Critico
CA,2014-08,2014,8,1Bedroom,286549.0,7.4,Critico
CA,2014-09,2014,9,1Bedroom,287566.0,7.3,Critico
CA,2014-10,2014,10,1Bedroom,288593.0,7.2,Critico
CA,2014-11,2014,11,1Bedroom,290847.0,7.1,Critico
CA,2014-12,2014,12,1Bedroom,292662.0,6.9,Critico
CA,2015-01,2015,1,1Bedroom,294318.0,6.8,Critico
CA,2015-02,2015,2,1Bedroom,296112.0,6.7,Critico
CA,2015-03,2015,3,1Bedroom,298937.0,6.6,Critico
CA,2015-04,2015,4,1Bedroom,301348.0,6.5,Critico
CA,2015-05,2015,5,1Bedroom,303892.0,6.4,Critico
CA,2015-06,2015,6,1Bedroom,305817.0,6.3,Critico
CA,2015-07,2015,7,1Bedroom,307731.0,6.2,Critico
CA,2015-08,2015,8,1Bedroom,309984.0,6.0,Critico
CA,2015-09,2015,9,1Bedroom,312606.0,5.9,Normal
CA,2015-10,2015,10,1Bedroom,315386.0,5.8,Normal
CA,2015-11,2015,11,1Bedroom,317520.0,5.8,Normal
CA,2015-12,2015,12,1Bedroom,320366.0,5.7,Normal
CA,2016-01,2016,1,1Bedroom,323219.0,5.7,Normal
CA,2016-02,2016,2,1Bedroom,325795.0,5.6,Normal
CA,2016-03,2016,3,1Bedroom,327198.0,5.6,Normal
CA,2016-04,2016,4,1Bedroom,329244.0,5.5,Normal
CA,2016-05,2016,5,1Bedroom,331129.0,5.5,Normal
CA,2016-06,2016,6,1Bedroom,333316.0,5.5,Normal
CA,2016-07,2016,7,1Bedroom,335050.0,5.5,Normal
CA,2016-08,2016,8,1Bedroom,337480.0,5.5,Normal
CA,2016-09,2016,9,1Bedroom,339668.0,5.5,Normal
CA,2016-10,2016,10,1Bedroom,342248.0,5.5,Normal
CA,2016-11,2016,11,1Bedroom,344326.0,5.4,Normal
CA,2016-12,2016,12,1Bedroom,346140.0,5.4,Normal
CA,2017-01,2017,1,1Bedroom,347962.0,5.2,Normal
CA,2017-02,2017,2,1Bedroom,349887.0,5.1,Normal
CA,2017-03,2017,3,1Bedroom,352344.0,5.0,Normal
CA,2017-04,2017,4,1Bedroom,354451.0,5.0,Normal
CA,2017-05,2017,5,1Bedroom,357152.0,4.9,Normal
CA,2017-06,2017,6,1Bedroom,359975.0,4.9,Normal
CA,2017-07,2017,7,1Bedroom,362670.0,4.8,Normal
CA,2017-08,2017,8,1Bedroom,365062.0,4.8,Normal
CA,2017-09,2017,9,1Bedroom,367865.0,4.7,Normal
CA,2017-10,2017,10,1Bedroom,370874.0,4.6,Normal
CA,2017-11,2017,11,1Bedroom,374540.0,4.5,Normal
CA,2017-12,2017,12,1Bedroom,378244.0,4.5,Normal
CA,2018-01,2018,1,1Bedroom,382025.0,4.4,Normal
CA,2018-02,2018,2,1Bedroom,385668.0,4.3,Normal
CA,2018-03,2018,3,1Bedroom,389104.0,4.3,Normal
CA,2018-04,2018,4,1Bedroom,392012.0,4.2,Normal
CA,2018-05,2018,5,1Bedroom,394170.0,4.2,Normal
CA,2018-06,2018,6,1Bedroom,396119.0,4.2,Normal
CA,2018-07,2018,7,1Bedroom,397999.0,4.2,Normal
CA,2018-08,2018,8,1Bedroom,399637.0,4.2,Normal
CA,2018-09,2018,9,1Bedroom,400481.0,4.2,Normal
CA,2018-10,2018,10,1Bedroom,401239.0,4.3,Normal
CA,2018-11,2018,11,1Bedroom,401731.0,4.3,Normal
CA,2018-12,2018,12,1Bedroom,401450.0,4.3,Normal
CA,2019-01,2019,1,1Bedroom,400621.0,4.3,Normal
CA,2019-02,2019,2,1Bedroom,399605.0,4.2,Normal
CA,2019-03,2019,3,1Bedroom,399031.0,4.2,Normal
CA,2019-04,2019,4,1Bedroom,399124.0,4.1,Normal
CA,2019-05,2019,5,1Bedroom,399290.0,4.1,Normal
CA,2019-06,2019,6,1Bedroom,399503.0,4.0,Bueno
CA,2019-07,2019,7,1Bedroom,399949.0,4.0,Bueno
CA,2019-08,2019,8,1Bedroom,400604.0,4.1,Normal
CA,2019-09,2019,9,1Bedroom,401758.0,4.1,Normal
CA,2019-10,2019,10,1Bedroom,402858.0,4.1,Normal
CA,2019-11,2019,11,1Bedroom,404068.0,4.1,Normal
CA,2019-12,2019,12,1Bedroom,406004.0,4.1,Normal
TX,2010-02,2010,2,1Bedroom,72289.0,8.3,Critico
TX,2010-03,2010,3,1Bedroom,72080.0,8.3,Critico
TX,2010-04,2010,4,1Bedroom,71875.0,8.2,Critico
TX,2010-05,2010,5,1Bedroom,71719.0,8.2,Critico
TX,2010-06,2010,6,1Bedroom,71442.0,8.1,Critico
TX,2010-07,2010,7,1Bedroom,70993.0,8.1,Critico
TX,2010-08,2010,8,1Bedroom,70591.0,8.1,Critico
TX,2010-09,2010,9,1Bedroom,70245.0,8.1,Critico
TX,2010-10,2010,10,1Bedroom,69999.0,8.2,Critico
TX,2010-11,2010,11,1Bedroom,69685.0,8.2,Critico
TX,2010-12,2010,12,1Bedroom,69383.0,8.2,Critico
TX,2011-01,2011,1,1Bedroom,69069.0,8.2,Critico
TX,2011-02,2011,2,1Bedroom,68648.0,8.2,Critico
TX,2011-03,2011,3,1Bedroom,68187.0,8.1,Critico
TX,2011-04,2011,4,1Bedroom,67794.0,8.1,Critico
TX,2011-05,2011,5,1Bedroom,67473.0,8.2,Critico
TX,2011-06,2011,6,1Bedroom,67252.0,8.3,Critico
TX,2011-07,2011,7,1Bedroom,67127.0,8.3,Critico
TX,2011-08,2011,8,1Bedroom,67184.0,8.2,Critico
TX,2011-09,2011,9,1Bedroom,67271.0,8.0,Critico
TX,2011-10,2011,10,1Bedroom,67349.0,7.8,Critico
TX,2011-11,2011,11,1Bedroom,67299.0,7.5,Critico
TX,2011-12,2011,12,1Bedroom,67253.0,7.3,Critico
TX,2012-01,2012,1,1Bedroom,67204.0,7.1,Critico
TX,2012-02,2012,2,1Bedroom,67286.0,7.0,Critico
TX,2012-03,2012,3,1Bedroom,67433.0,6.7,Critico
TX,2012-04,2012,4,1Bedroom,67490.0,6.8,Critico
TX,2012-05,2012,5,1Bedroom,67569.0,6.8,Critico
TX,2012-06,2012,6,1Bedroom,67751.0,6.8,Critico
TX,2012-07,2012,7,1Bedroom,68083.0,6.7,Critico
TX,2012-08,2012,8,1Bedroom,68269.0,6.6,Critico
TX,2012-09,2012,9,1Bedroom,68365.0,6.5,Critico
TX,2012-10,2012,10,1Bedroom,68481.0,6.5,Critico
TX,2012-11,2012,11,1Bedroom,68712.0,6.5,Critico
TX,2012-12,2012,12,1Bedroom,69039.0,6.5,Critico
TX,2013-01,2013,1,1Bedroom,69432.0,6.5,Critico
TX,2013-02,2013,2,1Bedroom,69886.0,6.6,Critico
TX,2013-03,2013,3,1Bedroom,70439.0,6.5,Critico
TX,2013-04,2013,4,1Bedroom,71107.0,6.5,Critico
TX,2013-05,2013,5,1Bedroom,71747.0,6.4,Critico
TX,2013-06,2013,6,1Bedroom,72191.0,6.4,Critico
TX,2013-07,2013,7,1Bedroom,72654.0,6.3,Critico
TX,2013-08,2013,8,1Bedroom,73172.0,6.3,Critico
TX,2013-09,2013,9,1Bedroom,73856.0,6.2,Critico
TX,2013-10,2013,10,1Bedroom,74437.0,6.1,Critico
TX,2013-11,2013,11,1Bedroom,75003.0,6.0,Critico
TX,2013-12,2013,12,1Bedroom,75429.0,5.8,Normal
TX,2014-01,2014,1,1Bedroom,75954.0,5.7,Normal
TX,2014-02,2014,2,1Bedroom,76500.0,5.6,Normal
TX,2014-03,2014,3,1Bedroom,76946.0,5.5,Normal
TX,2014-04,2014,4,1Bedroom,77340.0,5.4,Normal
TX,2014-05,2014,5,1Bedroom,77716.0,5.3,Normal
TX,2014-06,2014,6,1Bedroom,78366.0,5.2,Normal
TX,2014-07,2014,7,1Bedroom,78839.0,5.2,Normal
TX,2014-08,2014,8,1Bedroom,79432.0,5.1,Normal
TX,2014-09,2014,9,1Bedroom,79901.0,5.0,Normal
TX,2014-10,2014,10,1Bedroom,80445.0,4.9,Normal
TX,2014-11,2014,11,1Bedroom,81046.0,4.8,Normal
TX,2014-12,2014,12,1Bedroom,81722.0,4.6,Normal
TX,2015-01,2015,1,1Bedroom,82381.0,4.6,Normal
TX,2015-02,2015,2,1Bedroom,82877.0,4.5,Normal
TX,2015-03,2015,3,1Bedroom,83426.0,4.5,Normal
TX,2015-04,2015,4,1Bedroom,83954.0,4.5,Normal
TX,2015-05,2015,5,1Bedroom,84526.0,4.4,Normal
TX,2015-06,2015,6,1Bedroom,84973.0,4.4,Normal
TX,2015-07,2015,7,1Bedroom,85454.0,4.4,Normal
TX,2015-08,2015,8,1Bedroom,85963.0,4.5,Normal
TX,2015-09,2015,9,1Bedroom,86523.0,4.5,Normal
TX,2015-10,2015,10,1Bedroom,87192.0,4.5,Normal
TX,2015-11,2015,11,1Bedroom,87584.0,4.5,Normal
TX,2015-12,2015,12,1Bedroom,87959.0,4.5,Normal
TX,2016-01,2016,1,1Bedroom,88291.0,4.5,Normal
TX,2016-02,2016,2,1Bedroom,88858.0,4.4,Normal
TX,2016-03,2016,3,1Bedroom,89479.0,4.5,Normal
TX,2016-04,2016,4,1Bedroom,90139.0,4.5,Normal
TX,2016-05,2016,5,1Bedroom,90835.0,4.6,Normal
TX,2016-06,2016,6,1Bedroom,91540.0,4.7,Normal
TX,2016-07,2016,7,1Bedroom,92360.0,4.7,Normal
TX,2016-08,2016,8,1Bedroom,92938.0,4.7,Normal
TX,2016-09,2016,9,1Bedroom,93545.0,4.8,Normal
TX,2016-10,2016,10,1Bedroom,94134.0,4.8,Normal
TX,2016-11,2016,11,1Bedroom,95069.0,4.8,Normal
TX,2016-12,2016,12,1Bedroom,96047.0,4.8,Normal
TX,2017-01,2017,1,1Bedroom,96795.0,4.8,Normal
TX,2017-02,2017,2,1Bedroom,97405.0,4.7,Normal
TX,2017-03,2017,3,1Bedroom,97926.0,4.6,Normal
TX,2017-04,2017,4,1Bedroom,98498.0,4.5,Normal
TX,2017-05,2017,5,1Bedroom,99071.0,4.4,Normal
TX,2017-06,2017,6,1Bedroom,99643.0,4.3,Normal
TX,2017-07,2017,7,1Bedroom,100256.0,4.2,Normal
TX,2017-08,2017,8,1Bedroom,100740.0,4.2,Normal
TX,2017-09,2017,9,1Bedroom,101180.0,4.1,Normal
TX,2017-10,2017,10,1Bedroom,101664.0,4.1,Normal
TX,2017-11,2017,11,1Bedroom,102352.0,4.1,Normal
TX,2017-12,2017,12,1Bedroom,103100.0,4.1,Normal
TX,2018-01,2018,1,1Bedroom,103798.0,4.1,Normal
TX,2018-02,2018,2,1Bedroom,104448.0,4.0,Bueno
TX,2018-03,2018,3,1Bedroom,105131.0,4.0,Bueno
TX,2018-04,2018,4,1Bedroom,105931.0,4.0,Bueno
TX,2018-05,2018,5,1Bedroom,106712.0,3.9,Bueno
TX,2018-06,2018,6,1Bedroom,107442.0,3.9,Bueno
TX,2018-07,2018,7,1Bedroom,108024.0,3.9,Bueno
TX,2018-08,2018,8,1Bedroom,108700.0,3.8,Bueno
TX,2018-09,2018,9,1Bedroom,109201.0,3.8,Bueno
TX,2018-10,2018,10,1Bedroom,109862.0,3.8,Bueno
TX,2018-11,2018,11,1Bedroom,110405.0,3.8,Bueno
TX,2018-12,2018,12,1Bedroom,111239.0,3.8,Bueno
TX,2019-01,2019,1,1Bedroom,111985.0,3.7,Bueno
TX,2019-02,2019,2,1Bedroom,112748.0,3.6,Bueno
TX,2019-03,2019,3,1Bedroom,113161.0,3.5,Bueno
TX,2019-04,2019,4,1Bedroom,113490.0,3.5,Bueno
TX,2019-05,2019,5,1Bedroom,113767.0,3.4,Bueno
TX,2019-06,2019,6,1Bedroom,114205.0,3.4,Bueno
TX,2019-07,2019,7,1Bedroom,114678.0,3.5,Bueno
TX,2019-08,2019,8,1Bedroom,115177.0,3.5,Bueno
TX,2019-09,2019,9,1Bedroom,115813.0,3.6,Bueno
TX,2019-10,2019,10,1Bedroom,116285.0,3.5,Bueno
TX,2019-11,2019,11,1Bedroom,116653.0,3.5,Bueno
TX,2019-12,2019,12,1Bedroom,116733.0,3.5,Bueno
NY,2010-02,2010,2,1Bedroom,289726.0,9.0,Critico
NY,2010-03,2010,3,1Bedroom,289956.0,8.9,Critico
NY,2010-04,2010,4,1Bedroom,289938.0,8.8,Critico
NY,2010-05,2010,5,1Bedroom,289662.0,8.8,Critico
NY,2010-06,2010,6,1Bedroom,290645.0,8.7,Critico
NY,2010-07,2010,7,1Bedroom,291223.0,8.6,Critico
NY,2010-08,2010,8,1Bedroom,291729.0,8.6,Critico
NY,2010-09,2010,9,1Bedroom,291516.0,8.6,Critico
NY,2010-10,2010,10,1Bedroom,290881.0,8.6,Critico
NY,2010-11,2010,11,1Bedroom,289437.0,8.5,Critico
NY,2010-12,2010,12,1Bedroom,288056.0,8.5,Critico
NY,2011-01,2011,1,1Bedroom,286452.0,8.4,Critico
NY,2011-02,2011,2,1Bedroom,285632.0,8.3,Critico
NY,2011-03,2011,3,1Bedroom,285768.0,8.2,Critico
NY,2011-04,2011,4,1Bedroom,285629.0,8.2,Critico
NY,2011-05,2011,5,1Bedroom,285036.0,8.2,Critico
NY,2011-06,2011,6,1Bedroom,283508.0,8.3,Critico
NY,2011-07,2011,7,1Bedroom,282492.0,8.3,Critico
NY,2011-08,2011,8,1Bedroom,281900.0,8.4,Critico
NY,2011-09,2011,9,1Bedroom,281555.0,8.4,Critico
NY,2011-10,2011,10,1Bedroom,280771.0,8.5,Critico
NY,2011-11,2011,11,1Bedroom,280308.0,8.5,Critico
NY,2011-12,2011,12,1Bedroom,280193.0,8.6,Critico
NY,2012-01,2012,1,1Bedroom,280354.0,8.6,Critico
NY,2012-02,2012,2,1Bedroom,279625.0,8.6,Critico
NY,2012-03,2012,3,1Bedroom,277981.0,8.7,Critico
NY,2012-04,2012,4,1Bedroom,276807.0,8.8,Critico
NY,2012-05,2012,5,1Bedroom,276170.0,8.8,Critico
NY,2012-06,2012,6,1Bedroom,276252.0,8.8,Critico
NY,2012-07,2012,7,1Bedroom,276225.0,8.7,Critico
NY,2012-08,2012,8,1Bedroom,276396.0,8.6,Critico
NY,2012-09,2012,9,1Bedroom,276489.0,8.6,Critico
NY,2012-10,2012,10,1Bedroom,276933.0,8.5,Critico
NY,2012-11,2012,11,1Bedroom,277393.0,8.4,Critico
NY,2012-12,2012,12,1Bedroom,278006.0,8.4,Critico
NY,2013-01,2013,1,1Bedroom,278374.0,8.3,Critico
NY,2013-02,2013,2,1Bedroom,279063.0,8.2,Critico
NY,2013-03,2013,3,1Bedroom,280183.0,8.1,Critico
NY,2013-04,2013,4,1Bedroom,281359.0,8.0,Critico
NY,2013-05,2013,5,1Bedroom,282604.0,7.9,Critico
NY,2013-06,2013,6,1Bedroom,283663.0,7.9,Critico
NY,2013-07,2013,7,1Bedroom,284946.0,7.8,Critico
NY,2013-08,2013,8,1Bedroom,285856.0,7.8,Critico
NY,2013-09,2013,9,1Bedroom,286680.0,7.6,Critico
NY,2013-10,2013,10,1Bedroom,287696.0,7.5,Critico
NY,2013-11,2013,11,1Bedroom,289057.0,7.3,Critico
NY,2013-12,2013,12,1Bedroom,290305.0,7.1,Critico
NY,2014-01,2014,1,1Bedroom,291714.0,7.0,Critico
NY,2014-02,2014,2,1Bedroom,293408.0,6.8,Critico
NY,2014-03,2014,3,1Bedroom,295402.0,6.7,Critico
NY,2014-04,2014,4,1Bedroom,297089.0,6.5,Critico
NY,2014-05,2014,5,1Bedroom,298403.0,6.4,Critico
NY,2014-06,2014,6,1Bedroom,299260.0,6.3,Critico
NY,2014-07,2014,7,1Bedroom,299817.0,6.2,Critico
NY,2014-08,2014,8,1Bedroom,300858.0,6.1,Critico
NY,2014-09,2014,9,1Bedroom,302339.0,6.0,Critico
NY,2014-10,2014,10,1Bedroom,303813.0,5.9,Normal
NY,2014-11,2014,11,1Bedroom,304733.0,5.8,Normal
NY,2014-12,2014,12,1Bedroom,305903.0,5.8,Normal
NY,2015-01,2015,1,1Bedroom,308168.0,5.7,Normal
NY,2015-02,2015,2,1Bedroom,310384.0,5.6,Normal
NY,2015-03,2015,3,1Bedroom,312037.0,5.6,Normal
NY,2015-04,2015,4,1Bedroom,312719.0,5.5,Normal
NY,2015-05,2015,5,1Bedroom,313523.0,5.4,Normal
NY,2015-06,2015,6,1Bedroom,314803.0,5.3,Normal
NY,2015-07,2015,7,1Bedroom,316286.0,5.2,Normal
NY,2015-08,2015,8,1Bedroom,317742.0,5.0,Normal
NY,2015-09,2015,9,1Bedroom,318941.0,4.9,Normal
NY,2015-10,2015,10,1Bedroom,320055.0,4.9,Normal
NY,2015-11,2015,11,1Bedroom,321487.0,4.9,Normal
NY,2015-12,2015,12,1Bedroom,322558.0,4.8,Normal
NY,2016-01,2016,1,1Bedroom,321509.0,4.8,Normal
NY,2016-02,2016,2,1Bedroom,320266.0,4.8,Normal
NY,2016-03,2016,3,1Bedroom,319245.0,4.8,Normal
NY,2016-04,2016,4,1Bedroom,320461.0,4.8,Normal
NY,2016-05,2016,5,1Bedroom,321491.0,4.8,Normal
NY,2016-06,2016,6,1Bedroom,322562.0,4.9,Normal
NY,2016-07,2016,7,1Bedroom,323476.0,4.9,Normal
NY,2016-08,2016,8,1Bedroom,324274.0,5.0,Normal
NY,2016-09,2016,9,1Bedroom,324840.0,5.0,Normal
NY,2016-10,2016,10,1Bedroom,325380.0,5.0,Normal
NY,2016-11,2016,11,1Bedroom,326084.0,4.9,Normal
NY,2016-12,2016,12,1Bedroom,327200.0,4.8,Normal
NY,2017-01,2017,1,1Bedroom,329115.0,4.7,Normal
NY,2017-02,2017,2,1Bedroom,330886.0,4.6,Normal
NY,2017-03,2017,3,1Bedroom,332633.0,4.6,Normal
NY,2017-04,2017,4,1Bedroom,333789.0,4.6,Normal
NY,2017-05,2017,5,1Bedroom,335562.0,4.6,Normal
NY,2017-06,2017,6,1Bedroom,337630.0,4.6,Normal
NY,2017-07,2017,7,1Bedroom,339864.0,4.7,Normal
NY,2017-08,2017,8,1Bedroom,341925.0,4.7,Normal
NY,2017-09,2017,9,1Bedroom,344202.0,4.7,Normal
NY,2017-10,2017,10,1Bedroom,346547.0,4.7,Normal
NY,2017-11,2017,11,1Bedroom,348666.0,4.6,Normal
NY,2017-12,2017,12,1Bedroom,350288.0,4.5,Normal
NY,2018-01,2018,1,1Bedroom,352025.0,4.5,Normal
NY,2018-02,2018,2,1Bedroom,353989.0,4.4,Normal
NY,2018-03,2018,3,1Bedroom,356034.0,4.3,Normal
NY,2018-04,2018,4,1Bedroom,357653.0,4.2,Normal
NY,2018-05,2018,5,1Bedroom,359142.0,4.1,Normal
NY,2018-06,2018,6,1Bedroom,360223.0,4.0,Bueno
NY,2018-07,2018,7,1Bedroom,361147.0,4.0,Bueno
NY,2018-08,2018,8,1Bedroom,361933.0,3.9,Bueno
NY,2018-09,2018,9,1Bedroom,363012.0,3.9,Bueno
NY,2018-10,2018,10,1Bedroom,364013.0,3.9,Bueno
NY,2018-11,2018,11,1Bedroom,365160.0,4.0,Bueno
NY,2018-12,2018,12,1Bedroom,365855.0,4.0,Bueno
NY,2019-01,2019,1,1Bedroom,366439.0,3.9,Bueno
NY,2019-02,2019,2,1Bedroom,366612.0,3.9,Bueno
NY,2019-03,2019,3,1Bedroom,367144.0,3.8,Bueno
NY,2019-04,2019,4,1Bedroom,367687.0,3.7,Bueno
NY,2019-05,2019,5,1Bedroom,368171.0,3.7,Bueno
NY,2019-06,2019,6,1Bedroom,368528.0,3.7,Bueno
NY,2019-07,2019,7,1Bedroom,368872.0,3.8,Bueno
NY,2019-08,2019,8,1Bedroom,369362.0,3.8,Bueno
NY,2019-09,2019,9,1Bedroom,369491.0,3.9,Bueno
NY,2019-10,2019,10,1Bedroom,369558.0,3.9,Bueno
NY,2019-11,2019,11,1Bedroom,369476.0,3.9,Bueno
NY,2019-12,2019,12,1Bedroom,369800.0,3.9,Bueno
FL,2010-02,2010,2,1Bedroom,84319.0,10.9,Critico
FL,2010-03,2010,3,1Bedroom,83500.0,10.9,Critico
FL,2010-04,2010,4,1Bedroom,82750.0,10.9,Critico
FL,2010-05,2010,5,1Bedroom,82023.0,10.8,Critico
FL,2010-06,2010,6,1Bedroom,81082.0,10.8,Critico
FL,2010-07,2010,7,1Bedroom,80185.0,10.8,Critico
FL,2010-08,2010,8,1Bedroom,79213.0,10.8,Critico
FL,2010-09,2010,9,1Bedroom,78323.0,10.8,Critico
FL,2010-10,2010,10,1Bedroom,77301.0,10.8,Critico
FL,2010-11,2010,11,1Bedroom,76277.0,10.8,Critico
FL,2010-12,2010,12,1Bedroom,75380.0,10.7,Critico
FL,2011-01,2011,1,1Bedroom,74494.0,10.6,Critico
FL,2011-02,2011,2,1Bedroom,73752.0,10.5,Critico
FL,2011-03,2011,3,1Bedroom,73013.0,10.4,Critico
FL,2011-04,2011,4,1Bedroom,72388.0,10.3,Critico
FL,2011-05,2011,5,1Bedroom,71778.0,10.2,Critico
FL,2011-06,2011,6,1Bedroom,71346.0,10.1,Critico
FL,2011-07,2011,7,1Bedroom,70997.0,10.0,Critico
FL,2011-08,2011,8,1Bedroom,70824.0,9.9,Critico
FL,2011-09,2011,9,1Bedroom,70661.0,9.7,Critico
FL,2011-10,2011,10,1Bedroom,70744.0,9.6,Critico
FL,2011-11,2011,11,1Bedroom,70935.0,9.4,Critico
FL,2011-12,2011,12,1Bedroom,71121.0,9.3,Critico
FL,2012-01,2012,1,1Bedroom,71291.0,9.2,Critico
FL,2012-02,2012,2,1Bedroom,71419.0,9.1,Critico
FL,2012-03,2012,3,1Bedroom,71693.0,9.0,Critico
FL,2012-04,2012,4,1Bedroom,72057.0,8.9,Critico
FL,2012-05,2012,5,1Bedroom,72574.0,8.9,Critico
FL,2012-06,2012,6,1Bedroom,73242.0,8.8,Critico
FL,2012-07,2012,7,1Bedroom,73913.0,8.6,Critico
FL,2012-08,2012,8,1Bedroom,74654.0,8.5,Critico
FL,2012-09,2012,9,1Bedroom,75448.0,8.4,Critico
FL,2012-10,2012,10,1Bedroom,76259.0,8.3,Critico
FL,2012-11,2012,11,1Bedroom,76966.0,8.2,Critico
FL,2012-12,2012,12,1Bedroom,77763.0,8.1,Critico
FL,2013-01,2013,1,1Bedroom,78769.0,8.0,Critico
FL,2013-02,2013,2,1Bedroom,79967.0,8.0,Critico
FL,2013-03,2013,3,1Bedroom,81180.0,7.9,Critico
FL,2013-04,2013,4,1Bedroom,82431.0,7.8,Critico
FL,2013-05,2013,5,1Bedroom,83691.0,7.6,Critico
FL,2013-06,2013,6,1Bedroom,84879.0,7.6,Critico
FL,2013-07,2013,7,1Bedroom,86175.0,7.5,Critico
FL,2013-08,2013,8,1Bedroom,87460.0,7.4,Critico
FL,2013-09,2013,9,1Bedroom,88765.0,7.3,Critico
FL,2013-10,2013,10,1Bedroom,89849.0,7.2,Critico
FL,2013-11,2013,11,1Bedroom,91127.0,7.1,Critico
FL,2013-12,2013,12,1Bedroom,92337.0,7.0,Critico
FL,2014-01,2014,1,1Bedroom,93564.0,6.9,Critico
FL,2014-02,2014,2,1Bedroom,94488.0,6.8,Critico
FL,2014-03,2014,3,1Bedroom,95419.0,6.7,Critico
FL,2014-04,2014,4,1Bedroom,96081.0,6.7,Critico
FL,2014-05,2014,5,1Bedroom,96754.0,6.6,Critico
FL,2014-06,2014,6,1Bedroom,97249.0,6.5,Critico
FL,2014-07,2014,7,1Bedroom,97821.0,6.4,Critico
FL,2014-08,2014,8,1Bedroom,98287.0,6.3,Critico
FL,2014-09,2014,9,1Bedroom,98783.0,6.2,Critico
FL,2014-10,2014,10,1Bedroom,99457.0,6.1,Critico
FL,2014-11,2014,11,1Bedroom,99946.0,6.0,Critico
FL,2014-12,2014,12,1Bedroom,100522.0,6.0,Critico
FL,2015-01,2015,1,1Bedroom,100869.0,5.9,Normal
FL,2015-02,2015,2,1Bedroom,101448.0,5.8,Normal
FL,2015-03,2015,3,1Bedroom,101922.0,5.8,Normal
FL,2015-04,2015,4,1Bedroom,102548.0,5.7,Normal
FL,2015-05,2015,5,1Bedroom,103150.0,5.7,Normal
